YP_006732339.1	K04043
YP_006732552.1	K01609
YP_006732553.1	K02897
YP_006732554.1	K00948
YP_006732555.1	K02835
YP_006732556.1	K06443
YP_006732557.1
YP_006732558.1	K10027
YP_006732559.1	K02434
YP_006732560.1	K02433
YP_006732561.1	K00765
YP_006732562.1	K02871
YP_006732563.1	K02996
YP_006732564.1	K03438
YP_006732565.1	K03555
YP_006732566.1
YP_006732567.1	K02204
YP_006732568.1	K00817
YP_006732569.1	K02500
YP_006732570.1	K01814
YP_006732571.1	K02501
YP_006732572.1	K01693
YP_006732573.1	K06180
YP_006732574.1	K05595
YP_006732575.1	K01652
YP_006732576.1	K01653
YP_006732577.1	K00053
YP_006732578.1	K02959
YP_006732579.1	K02860
YP_006732580.1	K02884
YP_006732581.1	K00003
YP_006732582.1	K01733
YP_006732583.1	K03664
YP_006732584.1	K03687
