YP_005267086.1	K03495
YP_005267327.1	K00604
YP_005267328.1	K03499
YP_005267329.1	K03837
YP_005267330.1	K00384
YP_005267331.1	K03634
YP_005267332.1	K01875
YP_005267333.1	K03386
YP_005267334.1	K00831
YP_005267335.1	K00800
YP_005267336.1	K00945
YP_005267337.1	K02945
YP_005267338.1	K07278
YP_005267339.1
YP_005267340.1	K01507
YP_005267341.1	K03841
YP_005267342.1	K02523
YP_005267343.1	K02888
YP_005267344.1	K02899
YP_005267345.1	K03979
YP_005267346.1	K03184
YP_005267347.1	K01633
YP_005267348.1	K01409
YP_005267349.1	K02970
YP_005267350.1	K02316
YP_005267351.1	K03086
YP_005267352.1
YP_005267353.1	K01095
YP_005267354.1	K00946
YP_005267355.1	K03625
YP_005267356.1	K03625
YP_005267357.1	K00794
YP_005267358.1	K11752
YP_005267359.1	K00609
YP_005267360.1	K01873
YP_005267361.1	K01255
YP_005267362.1	K07091
YP_005267363.1	K11720
YP_005267364.1	K01935
YP_005267365.1	K02169
YP_005267366.1	K00652
YP_005267367.1	K01012
YP_005267368.1	K00833
YP_005267369.1
YP_005267370.1	K07056
YP_005267371.1	K00606
YP_005267372.1	K01918
YP_005267373.1	K07042
YP_005267374.1	K03820
YP_005267375.1	K02469
YP_005267376.1	K00568
YP_005267377.1	K00133
YP_005267378.1
YP_005267379.1	K04567
YP_005267380.1	K02836
YP_005267381.1	K09159
YP_005267382.1	K06980
YP_005267383.1	K01243
YP_005267384.1	K01972
YP_005267385.1	K13821
YP_005267386.1	K09888
YP_005267387.1	K01262
YP_005267388.1	K03185
YP_005267389.1
YP_005267390.1	K13288
YP_005267391.1	K01613
YP_005267392.1	K05802
YP_005267393.1	K04568
YP_005267394.1	K03839
YP_005267395.1	K01835
YP_005267396.1
YP_005267397.1	K00241
YP_005267398.1	K00242
YP_005267399.1	K00239
YP_005267400.1	K00240
YP_005267401.1	K00164
YP_005267402.1	K00658
YP_005267403.1	K01903
YP_005267404.1	K01902
YP_005267405.1	K03562
YP_005267406.1	K03560
YP_005267407.1	K03646
YP_005267408.1	K03641
YP_005267409.1	K03640
YP_005267410.1
YP_005267411.1	K07320
YP_005267412.1	K01736
YP_005267413.1	K00647
YP_005267414.1
YP_005267415.1	K00942
YP_005267416.1	K03060
YP_005267417.1	K02913
YP_005267418.1	K02902
YP_005267419.1	K13038
YP_005267420.1	K01520
YP_005267421.1	K00762
YP_005267422.1	K04075
YP_005267423.1	K01414
YP_005267424.1	K05595
YP_005267425.1	K03926
YP_005267426.1	K01744
YP_005267427.1	K00674
YP_005267428.1	K01265
YP_005267429.1	K02967
YP_005267430.1	K02357
YP_005267431.1	K02838
YP_005267432.1	K00099
YP_005267433.1	K00806
YP_005267434.1	K00981
YP_005267435.1	K11749
YP_005267436.1	K07277
YP_005267437.1	K06142
YP_005267438.1	K02536
YP_005267439.1	K02372
YP_005267440.1	K00677
YP_005267441.1	K00748
YP_005267442.1	K02337
YP_005267443.1	K01962
YP_005267444.1	K11105
YP_005267445.1	K01775
YP_005267446.1	K03610
YP_005267447.1	K03609
YP_005267448.1	K03608
YP_005267449.1
YP_005267450.1	K01142
YP_005267451.1	K01433
YP_005267452.1	K00963
YP_005267453.1	K00012
YP_005267454.1	K03746
YP_005267455.1	K06131
YP_005267456.1
YP_005267457.1
YP_005267458.1	K01497
YP_005267459.1	K01591
YP_005267460.1	K00208
YP_005267461.1	K05997
YP_005267462.1	K09014
YP_005267463.1	K09013
YP_005267464.1	K09015
YP_005267465.1	K11717
YP_005267466.1	K02426
YP_005267467.1	K06078
YP_005267468.1	K01937
YP_005267469.1	K01689
YP_005267470.1	K16291
YP_005267471.1	K06942
YP_005267472.1	K01056
YP_005267473.1	K00948
YP_005267474.1	K00919
YP_005267475.1	K02492
YP_005267476.1	K02835
YP_005267477.1	K02493
YP_005267478.1	K01627
YP_005267479.1	K01916
YP_005267480.1	K01679
YP_005267481.1
YP_005267482.1	K10773
YP_005267483.1	K01866
YP_005267484.1	K00275
YP_005267485.1	K06075
YP_005267486.1	K03683
YP_005267487.1	K07390
YP_005267488.1	K00793
YP_005267489.1	K01933
YP_005267490.1	K01714
YP_005267491.1	K01923
YP_005267492.1	K00790
YP_005267493.1
YP_005267494.1	K06041
YP_005267495.1	K06861
YP_005267496.1	K09774
YP_005267497.1	K11719
YP_005267498.1
YP_005267499.1	K00767
YP_005267500.1	K00163
YP_005267501.1	K00627
YP_005267502.1	K00382
YP_005267503.1	K00560
YP_005267504.1	K13292
YP_005267505.1	K00941
YP_005267506.1	K01495
YP_005267507.1	K00789
YP_005267508.1	K00995
YP_005267509.1	K03186
YP_005267510.1	K00764
YP_005267511.1	K03558
YP_005267512.1	K11754
YP_005267513.1	K01963
YP_005267514.1	K06173
YP_005267515.1	K03473
YP_005267516.1	K03787
YP_005267517.1	K01624
YP_005267518.1	K00927
YP_005267519.1	K03671
YP_005267520.1	K03628
YP_005267521.1	K02805
YP_005267522.1	K07400
YP_005267523.1	K01716
YP_005267524.1	K04043
YP_005267525.1	K03686
YP_005267526.1	K03313
YP_005267527.1	K02968
YP_005267528.1	K11753
YP_005267529.1	K01870
YP_005267530.1	K03101
YP_005267531.1	K03527
YP_005267532.1	K08289
YP_005267533.1	K02527
YP_005267534.1	K00954
YP_005267535.1	K01886
YP_005267536.1	K02356
YP_005267537.1
YP_005267538.1
YP_005267539.1	K01092
YP_005267540.1	K04487
YP_005267541.1	K01439
YP_005267542.1	K09686
YP_005267543.1	K09687
YP_005267544.1	K02909
YP_005267545.1	K01419
YP_005267546.1	K03667
YP_005267547.1	K08154
YP_005267548.1	K00528
YP_005267549.1	K01803
YP_005267550.1	K03284
YP_005267551.1	K07025
YP_005267552.1	K01778
YP_005267553.1
YP_005267554.1	K03581
YP_005267555.1	K03582
YP_005267556.1	K03583
YP_005267557.1	K00950
YP_005267558.1	K01893
YP_005267559.1	K02990
YP_005267560.1	K02963
YP_005267561.1	K02939
YP_005267562.1
YP_005267563.1	K04078
YP_005267564.1	K04077
YP_005267565.1	K03673
YP_005267566.1	K02335
YP_005267567.1	K03210
YP_005267568.1	K11085
YP_005267569.1	K09791
YP_005267570.1	K00979
YP_005267571.1	K02884
YP_005267572.1	K00554
YP_005267573.1	K02860
YP_005267574.1	K02959
YP_005267575.1	K03106
YP_005267576.1	K01919
YP_005267577.1	K01589
YP_005267578.1	K01588
YP_005267579.1	K03269
YP_005267580.1	K01883
YP_005267581.1	K01491
YP_005267582.1	K01719
YP_005267583.1	K01749
YP_005267584.1	K02518
YP_005267585.1	K00974
YP_005267586.1	K02858
YP_005267587.1	K01626
YP_005267588.1	K03553
YP_005267589.1	K01872
YP_005267590.1	K03624
YP_005267591.1	K02427
YP_005267592.1	K03798
YP_005267593.1	K00796
YP_005267594.1	K03431
YP_005267595.1	K03075
YP_005267596.1	K02600
YP_005267597.1	K02519
YP_005267598.1	K02834
YP_005267599.1	K03177
YP_005267600.1	K02956
YP_005267601.1	K00962
YP_005267602.1	K05592
YP_005267603.1	K06147
YP_005267604.1
YP_005267605.1	K01834
YP_005267606.1	K01921
YP_005267607.1	K02345
YP_005267608.1	K02217
YP_005267609.1	K03438
YP_005267610.1	K03587
YP_005267611.1	K01928
YP_005267612.1	K01929
YP_005267613.1	K01000
YP_005267614.1	K01925
YP_005267615.1	K03588
YP_005267616.1	K02563
YP_005267617.1	K01924
YP_005267618.1	K03589
YP_005267619.1	K03590
YP_005267620.1	K03531
YP_005267621.1	K02535
YP_005267622.1	K03070
YP_005267623.1	K02405
YP_005267624.1	K00997
YP_005267625.1	K03474
YP_005267626.1	K03685
YP_005267627.1	K03100
YP_005267628.1	K03596
YP_005267629.1	K00859
YP_005267630.1	K02030
YP_005267631.1	K02028
YP_005267632.1	K02029
YP_005267633.1	K02029
YP_005267634.1	K04087
YP_005267635.1	K04088
YP_005267636.1	K03666
YP_005267637.1	K00791
YP_005267638.1	K01669
YP_005267639.1	K00925
YP_005267640.1	K13788
YP_005267641.1	K01939
YP_005267642.1	K03218
YP_005267643.1	K03704
YP_005267644.1	K03644
YP_005267645.1	K03801
YP_005267646.1	K07258
YP_005267647.1	K05837
YP_005267648.1	K05515
YP_005267649.1	K00969
YP_005267650.1	K02340
YP_005267651.1	K03643
YP_005267652.1	K01869
YP_005267653.1	K09761
YP_005267654.1	K01920
YP_005267655.1	K07447
YP_005267656.1	K07264
YP_005267657.1	K13014
YP_005267658.1	K10011
YP_005267659.1	K10012
YP_005267660.1	K03517
YP_005267661.1
YP_005267662.1	K05527
YP_005267663.1	K03545
YP_005267664.1	K01358
YP_005267665.1	K03544
YP_005267666.1	K01338
YP_005267667.1	K03770
YP_005267668.1	K02301
YP_005267669.1	K02300
YP_005267670.1	K02299
YP_005267671.1	K02298
YP_005267672.1	K02297
YP_005267673.1	K00077
YP_005267674.1	K00795
YP_005267675.1	K01662
YP_005267676.1	K04772
YP_005267677.1	K09908
YP_005267678.1	K06916
YP_005267679.1	K02871
YP_005267680.1	K02996
YP_005267681.1	K11991
YP_005267682.1	K01952
YP_005267683.1	K00873
YP_005267684.1	K16322
YP_005267685.1	K01776
YP_005267686.1	K01698
YP_005267687.1	K00226
YP_005267688.1	K03980
YP_005267689.1	K01887
YP_005267690.1	K00631
YP_005267691.1	K03179
YP_005267692.1	K02897
YP_005267693.1	K01885
YP_005267694.1
YP_005267695.1
YP_005267696.1	K00116
YP_005267697.1	K00088
YP_005267698.1	K01951
YP_005267699.1
YP_005267700.1	K03549
YP_005267701.1	K00526
YP_005267702.1	K00525
YP_005267703.1	K03647
