YP_007864069.1	K03553
YP_007864189.1	K02956
YP_007864190.1	K00962
YP_007864191.1	K05592
YP_007864192.1	K02784
YP_007864193.1	K08483
YP_007864194.1	K02871
YP_007864195.1	K02996
YP_007864196.1	K06131
YP_007864197.1	K02884
YP_007864198.1	K00554
YP_007864199.1	K02860
YP_007864200.1	K02959
YP_007864201.1	K03106
YP_007864202.1	K08306
YP_007864203.1	K03439
YP_007864204.1	K08316
YP_007864205.1	K00647
YP_007864206.1	K01265
YP_007864207.1	K02967
YP_007864208.1	K02357
YP_007864209.1	K02838
YP_007864210.1	K00806
YP_007864211.1	K07277
YP_007864212.1	K06142
YP_007864213.1	K02536
YP_007864214.1	K00677
YP_007864215.1	K00748
YP_007864216.1	K02337
YP_007864217.1	K01962
YP_007864218.1	K01885
YP_007864219.1	K03799
YP_007864220.1	K01358
YP_007864221.1	K03544
YP_007864222.1	K01338
YP_007864223.1	K03282
YP_007864224.1	K00604
YP_007864225.1	K01462
YP_007864226.1	K01874
YP_007864227.1	K01918
YP_007864228.1	K00606
YP_007864229.1	K00970
YP_007864230.1	K06204
YP_007864231.1	K07462
YP_007864232.1	K02836
YP_007864233.1	K04567
YP_007864234.1	K00891
YP_007864235.1	K11179
YP_007864236.1	K00566
YP_007864237.1	K13788
YP_007864238.1	K00925
YP_007864239.1	K07038
YP_007864240.1	K06207
YP_007864241.1	K06173
YP_007864242.1	K03524
YP_007864243.1	K02221
YP_007864244.1	K02495
YP_007864245.1	K07568
YP_007864246.1	K00773
YP_007864247.1	K05997
YP_007864248.1	K09014
YP_007864249.1	K09013
YP_007864250.1	K09015
YP_007864251.1	K11717
YP_007864252.1	K02426
YP_007864253.1
YP_007864254.1	K00912
YP_007864255.1	K11085
YP_007864256.1	K01716
YP_007864257.1	K04770
YP_007864258.1	K03839
YP_007864259.1	K03583
YP_007864260.1	K02946
YP_007864261.1	K02906
YP_007864262.1	K02926
YP_007864263.1	K02892
YP_007864264.1	K02886
YP_007864265.1	K02965
YP_007864266.1	K02890
YP_007864267.1	K02982
YP_007864268.1	K02878
YP_007864269.1	K02904
YP_007864270.1	K02961
YP_007864271.1	K02874
YP_007864272.1	K02895
YP_007864273.1	K02931
YP_007864274.1	K02954
YP_007864275.1	K02994
YP_007864276.1	K02933
YP_007864277.1	K02881
YP_007864278.1	K02988
YP_007864279.1	K02907
YP_007864280.1	K02876
YP_007864281.1	K03076
YP_007864282.1	K02919
YP_007864283.1	K02952
YP_007864284.1	K02948
YP_007864285.1	K02986
YP_007864286.1	K03040
YP_007864287.1	K02879
YP_007864288.1	K04077
YP_007864289.1	K04078
YP_007864290.1	K03687
YP_007864291.1	K03664
YP_007864292.1	K01886
YP_007864293.1	K13288
YP_007864294.1	K15724
YP_007864295.1	K01142
YP_007864296.1	K09862
YP_007864297.1	K01866
YP_007864298.1	K03147
YP_007864299.1	K00788
YP_007864300.1	K03046
YP_007864301.1	K03043
YP_007864302.1	K02935
YP_007864303.1	K02864
YP_007864304.1	K02863
YP_007864305.1	K02867
YP_007864306.1	K02601
YP_007864307.1	K03073
YP_007864308.1	K02358
YP_007864309.1	K11720
YP_007864310.1	K07091
YP_007864311.1	K02339
YP_007864312.1	K01873
YP_007864313.1	K00611
YP_007864314.1	K00526
YP_007864315.1	K00525
YP_007864316.1	K02469
YP_007864317.1	K00384
YP_007864318.1	K16013
YP_007864319.1	K16012
YP_007864320.1	K02518
YP_007864321.1	K02355
YP_007864322.1	K02992
YP_007864323.1	K02950
YP_007864324.1	K07237
YP_007864325.1	K07236
YP_007864326.1	K07235
YP_007864327.1	K04075
YP_007864328.1	K05365
YP_007864329.1	K03596
YP_007864330.1	K03100
YP_007864331.1	K03685
YP_007864332.1	K03595
YP_007864333.1	K00997
YP_007864334.1	K03650
YP_007864335.1	K03217
YP_007864336.1	K03536
YP_007864337.1	K02914
YP_007864338.1	K04066
YP_007864339.1	K02909
YP_007864340.1	K02338
YP_007864341.1	K02470
YP_007864342.1	K07146
YP_007864343.1	K03704
YP_007864344.1	K03978
YP_007864345.1	K02314
YP_007864346.1	K03111
YP_007864347.1	K01719
YP_007864348.1	K01749
YP_007864349.1	K03657
YP_007864350.1	K01883
YP_007864351.1	K11940
YP_007864352.1	K06153
YP_007864353.1	K00974
YP_007864354.1	K07390
YP_007864355.1	K03683
YP_007864356.1	K00208
YP_007864357.1	K01507
YP_007864358.1	K03455
YP_007864359.1	K01714
YP_007864360.1	K03671
YP_007864361.1	K03628
YP_007864362.1	K07337
YP_007864363.1	K02503
YP_007864364.1	K00134
YP_007864365.1	K03704
YP_007864366.1	K01867
YP_007864367.1	K02528
YP_007864368.1	K00097
YP_007864369.1	K03771
YP_007864370.1	K04744
YP_007864371.1	K01520
YP_007864372.1	K02902
YP_007864373.1	K02913
YP_007864374.1	K10563
YP_007864375.1	K02343
YP_007864376.1	K00939
YP_007864377.1	K00343
YP_007864378.1	K00342
YP_007864379.1	K00341
YP_007864380.1	K00340
YP_007864381.1	K00339
YP_007864382.1	K00338
YP_007864383.1	K00337
YP_007864384.1	K00336
YP_007864385.1	K00335
YP_007864386.1	K00334
YP_007864387.1	K13378
YP_007864388.1	K00331
YP_007864389.1	K00330
YP_007864390.1	K03569
YP_007864391.1	K03570
YP_007864392.1	K01875
YP_007864393.1	K01955
YP_007864394.1	K01956
YP_007864395.1	K00215
YP_007864396.1	K03101
YP_007864397.1	K01870
YP_007864398.1	K02968
YP_007864399.1	K03686
YP_007864400.1	K04043
YP_007864401.1
YP_007864402.1	K01903
YP_007864403.1	K01902
YP_007864404.1	K06925
YP_007864405.1	K03572
YP_007864406.1	K00791
YP_007864407.1	K03666
YP_007864408.1	K04088
YP_007864409.1	K04087
YP_007864410.1	K12573
YP_007864411.1	K03218
YP_007864412.1	K01834
YP_007864413.1	K03495
YP_007864414.1	K09475
YP_007864415.1	K02990
YP_007864416.1	K02686
YP_007864417.1	K02963
YP_007864418.1	K02939
YP_007864419.1	K07404
YP_007864420.1	K03269
YP_007864421.1	K00793
YP_007864422.1	K06178
YP_007864423.1	K01657
YP_007864424.1	K13497
YP_007864425.1	K13498
YP_007864426.1	K01696
YP_007864427.1	K01695
YP_007864428.1
YP_007864429.1	K01810
YP_007864430.1	K03568
YP_007864431.1
YP_007864432.1	K09815
YP_007864433.1	K09817
YP_007864434.1	K09816
YP_007864435.1	K03551
YP_007864436.1	K03550
YP_007864437.1	K01159
YP_007864438.1
YP_007864439.1	K01876
YP_007864440.1	K04081
YP_007864441.1	K04080
YP_007864442.1	K03582
YP_007864443.1	K00036
YP_007864444.1	K00873
YP_007864445.1	K02340
YP_007864446.1	K03643
YP_007864447.1	K01869
YP_007864448.1	K03469
YP_007864449.1	K02342
YP_007864450.1	K03648
YP_007864451.1	K01963
YP_007864452.1	K03801
YP_007864453.1	K03644
YP_007864454.1	K03625
YP_007864455.1	K00794
YP_007864456.1	K06194
YP_007864457.1	K03555
YP_007864458.1	K03424
YP_007864459.1	K02341
YP_007864460.1	K02078
YP_007864461.1	K00059
YP_007864462.1	K00645
YP_007864463.1	K02911
YP_007864464.1	K06179
YP_007864465.1	K08300
YP_007864466.1	K02796
YP_007864467.1	K02795
YP_007864468.1	K02793,K02794
YP_007864469.1	K09917
YP_007864470.1	K03611
YP_007864471.1	K03610
YP_007864472.1	K03609
YP_007864473.1	K03608
YP_007864474.1
YP_007864475.1	K05807
YP_007864476.1	K16322
YP_007864477.1	K02897
YP_007864478.1	K09760
YP_007864479.1	K01972
