YP_006607895.1	K04043
YP_006608014.1	K02970
YP_006608015.1	K03086
YP_006608016.1	K02297
YP_006608017.1	K02298
YP_006608018.1	K02299
YP_006608019.1	K02300
YP_006608020.1	K02301
YP_006608021.1	K02956
YP_006608022.1	K00962
YP_006608023.1
YP_006608024.1	K07400
YP_006608025.1	K02426
YP_006608026.1	K01496
YP_006608027.1
YP_006608028.1	K00627
YP_006608029.1	K00163
YP_006608030.1	K01714
YP_006608031.1	K02945
YP_006608032.1	K00800
YP_006608033.1	K14170
YP_006608034.1	K02469
YP_006608035.1
YP_006608036.1	K03070
YP_006608037.1	K01703
YP_006608038.1	K01736
YP_006608039.1	K03704
YP_006608040.1	K01649
YP_006608041.1	K02078
YP_006608042.1	K02911
YP_006608043.1	K06179
YP_006608044.1	K08300
YP_006608045.1
YP_006608046.1	K01735
YP_006608047.1	K00891
YP_006608048.1	K02909
YP_006608049.1	K01419
YP_006608050.1	K03667
YP_006608051.1	K01523
YP_006608052.1	K00549
YP_006608053.1	K01626
YP_006608054.1	K03628
YP_006608055.1	K04075
YP_006608056.1	K02337
YP_006608057.1	K02357
YP_006608058.1	K02967
YP_006608059.1	K01265
YP_006608060.1	K00674
YP_006608061.1	K01439
YP_006608062.1
YP_006608063.1	K02221
YP_006608064.1	K01956
YP_006608065.1	K01955
YP_006608066.1	K03624
YP_006608067.1	K03798
YP_006608068.1	K02600
YP_006608069.1	K02519
YP_006608070.1	K02834
YP_006608071.1	K01890
YP_006608072.1	K01889
YP_006608073.1	K02887
YP_006608074.1	K02916
YP_006608075.1	K02520
YP_006608076.1
YP_006608077.1
YP_006608078.1	K02471
YP_006608079.1	K01881
YP_006608080.1	K03786
YP_006608081.1	K11102
YP_006608082.1	K00297
YP_006608083.1	K00036
YP_006608084.1	K00845
YP_006608085.1	K01462
YP_006608086.1	K00014
YP_006608087.1	K01886
YP_006608088.1	K01883
YP_006608089.1
YP_006608090.1	K06131
YP_006608091.1	K06213
YP_006608092.1	K01876
YP_006608093.1
YP_006608094.1
YP_006608095.1	K03644
YP_006608096.1	K00928
YP_006608097.1	K01872
YP_006608098.1	K01869
YP_006608099.1	K07042
YP_006608100.1	K01696
YP_006608101.1	K01695
YP_006608102.1
YP_006608103.1	K03386
YP_006608104.1	K01873
YP_006608105.1	K00821
YP_006608106.1	K03596
YP_006608107.1	K04077
YP_006608108.1	K04078
YP_006608109.1	K01940
YP_006608110.1	K07390
YP_006608111.1	K03593
YP_006608112.1
YP_006608113.1	K01657
YP_006608114.1	K01658
YP_006608115.1	K00766
YP_006608116.1	K01609
YP_006608117.1	K02897
YP_006608118.1	K00948
YP_006608119.1	K02835
YP_006608120.1	K06443
YP_006608121.1
YP_006608122.1	K10027
YP_006608123.1	K02434
YP_006608124.1	K02433
YP_006608125.1	K02435
YP_006608126.1	K00765
YP_006608127.1	K02871
YP_006608128.1	K02996
YP_006608129.1	K03438
YP_006608130.1	K03555
YP_006608131.1
YP_006608132.1	K02204
YP_006608133.1	K00817
YP_006608134.1	K02500
YP_006608135.1	K01814
YP_006608136.1
YP_006608137.1	K02501
YP_006608138.1	K01693
YP_006608139.1	K06180
YP_006608140.1	K05595
YP_006608141.1	K01652
YP_006608142.1	K01653
YP_006608143.1	K00053
YP_006608144.1	K02959
YP_006608145.1	K02860
YP_006608146.1	K02884
YP_006608147.1	K00003
YP_006608148.1	K01733
YP_006608149.1	K03664
YP_006608150.1	K03687
