YP_002468330.1	K03495
YP_002468464.1	K01870
YP_002468465.1	K11753
YP_002468466.1	K02968
YP_002468467.1	K03686
YP_002468468.1	K04043
YP_002468469.1	K00330
YP_002468470.1	K00331
YP_002468471.1	K13378
YP_002468472.1	K00334
YP_002468473.1	K00335
YP_002468474.1	K00336
YP_002468475.1	K00337
YP_002468476.1	K00338
YP_002468477.1	K00339
YP_002468478.1	K00340
YP_002468479.1	K00341
YP_002468480.1	K00342
YP_002468481.1	K00343
YP_002468482.1	K11754
YP_002468483.1	K00948
YP_002468484.1	K00919
YP_002468485.1	K02835
YP_002468486.1	K02493
YP_002468487.1
YP_002468488.1	K01916
YP_002468489.1	K00925
YP_002468490.1	K13788
YP_002468491.1	K11107
YP_002468492.1	K00526
YP_002468493.1	K00525
YP_002468494.1	K02469
YP_002468495.1	K09945
YP_002468496.1	K03386
YP_002468497.1	K03648
YP_002468498.1	K03687
YP_002468499.1	K00858
YP_002468500.1	K06186
YP_002468501.1	K07390
YP_002468502.1	K03683
YP_002468503.1	K04564
YP_002468504.1	K01056
YP_002468505.1	K06942
YP_002468506.1	K01733
YP_002468507.1	K00872
YP_002468508.1	K12524
YP_002468509.1	K00760
YP_002468510.1	K01918
YP_002468511.1	K00606
YP_002468512.1	K06204
YP_002468513.1	K06173
YP_002468514.1	K05365
YP_002468515.1	K03070
YP_002468516.1	K03574
YP_002468517.1	K00859
YP_002468518.1	K00364
YP_002468519.1	K00163
YP_002468520.1	K00627
YP_002468521.1	K00382
YP_002468522.1	K01611
YP_002468523.1	K00797
YP_002468524.1	K01243
YP_002468525.1	K15724
YP_002468526.1	K03531
YP_002468527.1	K03590
YP_002468528.1	K01924
YP_002468529.1	K02563
YP_002468530.1	K03588
YP_002468531.1	K01925
YP_002468532.1	K01000
YP_002468533.1	K01928
YP_002468534.1	K03587
YP_002468535.1	K03586
YP_002468536.1	K03438
YP_002468537.1	K01653
YP_002468538.1	K01652
YP_002468539.1	K04771
YP_002468540.1	K00674
YP_002468541.1	K01265
YP_002468542.1	K02967
YP_002468543.1	K02357
YP_002468544.1	K09903
YP_002468545.1	K02838
YP_002468546.1	K00099
YP_002468547.1	K00806
YP_002468548.1	K07277
YP_002468549.1	K02372
YP_002468550.1	K02337
YP_002468551.1	K01881
YP_002468552.1	K02401
YP_002468553.1	K02400
YP_002468554.1	K01887
YP_002468555.1	K01069
YP_002468556.1	K02342
YP_002468557.1	K03271
YP_002468558.1	K00769
YP_002468559.1	K03687
YP_002468560.1	K09801
YP_002468561.1	K03664
YP_002468562.1	K11991
YP_002468563.1	K00997
YP_002468564.1	K03595
YP_002468565.1	K03685
YP_002468566.1	K03100
YP_002468567.1	K03596
YP_002468568.1	K00566
YP_002468569.1	K07153
YP_002468570.1	K01756
YP_002468571.1	K08308
YP_002468572.1	K00208
YP_002468573.1	K01147
YP_002468574.1
YP_002468575.1	K03801
YP_002468576.1	K03644
YP_002468577.1	K01591
YP_002468578.1	K01497
YP_002468579.1	K03746
YP_002468580.1	K06131
YP_002468581.1	K10806
YP_002468582.1	K06190
YP_002468583.1
YP_002468584.1	K01695
YP_002468585.1	K13498
YP_002468586.1	K00766
YP_002468587.1	K07790
YP_002468588.1	K06178
YP_002468589.1	K04774
YP_002468590.1	K03168
YP_002468591.1	K01092
YP_002468592.1	K06941
YP_002468593.1	K03526
YP_002468594.1	K01892
YP_002468595.1	K01012
YP_002468596.1	K00833
YP_002468597.1	K07404
YP_002468598.1	K03723
YP_002468599.1	K09808
YP_002468600.1	K09810
YP_002468601.1	K00134
YP_002468602.1	K03839
YP_002468603.1	K01669
YP_002468604.1
YP_002468605.1	K00164
YP_002468606.1	K00658
YP_002468607.1	K01834
YP_002468608.1	K00850
YP_002468609.1	K02440
YP_002468610.1	K01803
YP_002468611.1	K05788
YP_002468612.1	K02945
YP_002468613.1	K00800
YP_002468614.1	K00831
YP_002468615.1	K01875
YP_002468616.1	K00384
YP_002468617.1	K02518
YP_002468618.1	K01876
YP_002468619.1	K09816
YP_002468620.1	K09817
YP_002468621.1	K00873
YP_002468622.1	K00036
YP_002468623.1	K03799
YP_002468624.1	K03704
YP_002468625.1
YP_002468626.1	K14742
YP_002468627.1	K03608
YP_002468628.1	K03609
YP_002468629.1	K03610
YP_002468630.1	K00564
YP_002468631.1	K03286
YP_002468632.1	K03980
YP_002468633.1	K01465
YP_002468634.1	K02399
YP_002468635.1	K02386
YP_002468636.1	K02388
YP_002468637.1	K02389
YP_002468638.1	K02390
YP_002468639.1	K02391
YP_002468640.1	K02392
YP_002468641.1	K02393
YP_002468642.1	K02394
YP_002468643.1	K02395
YP_002468644.1	K02396
YP_002468645.1	K08300
YP_002468646.1	K06179
YP_002468647.1	K02911
YP_002468648.1	K00059
YP_002468649.1	K02078
YP_002468650.1	K00943
YP_002468651.1	K02341
YP_002468652.1	K03424
YP_002468653.1	K02779,K02778
YP_002468654.1	K02503
YP_002468655.1	K07337
YP_002468656.1	K09476
YP_002468657.1	K01893
YP_002468658.1	K00763
YP_002468659.1	K00226
YP_002468660.1	K12297
YP_002468661.1	K15738
YP_002468662.1	K07146
YP_002468663.1	K01873
YP_002468664.1	K01255
YP_002468665.1	K00611
YP_002468666.1	K00609
YP_002468667.1	K00610
YP_002468668.1	K09022
YP_002468669.1	K05592
YP_002468670.1	K00962
YP_002468671.1	K02956
YP_002468672.1	K03177
YP_002468673.1	K02834
YP_002468674.1	K02519
YP_002468675.1	K02600
YP_002468676.1	K03075
YP_002468677.1	K03431
YP_002468678.1	K03798
YP_002468679.1	K03624
YP_002468680.1
YP_002468681.1	K00790
YP_002468682.1	K02888
YP_002468683.1	K02899
YP_002468684.1	K03979
YP_002468685.1	K02996
YP_002468686.1	K02871
YP_002468687.1	K14170
YP_002468688.1	K03106
YP_002468689.1	K02959
YP_002468690.1	K02860
YP_002468691.1	K00554
YP_002468692.1	K02884
YP_002468693.1	K03568
YP_002468694.1	K03786
YP_002468695.1	K03557
YP_002468696.1	K06180
YP_002468697.1	K05807
YP_002468698.1	K01872
YP_002468699.1	K03563
YP_002468700.1	K01919
YP_002468701.1	K00789
YP_002468702.1	K01150
YP_002468703.1	K09761
YP_002468704.1	K01807
YP_002468705.1	K01886
YP_002468706.1	K01937
YP_002468707.1	K01689
YP_002468708.1	K06194
YP_002468709.1	K01770
YP_002468710.1	K00991
YP_002468711.1	K05589
YP_002468712.1	K00860
YP_002468713.1	K00956
YP_002468714.1	K00957
YP_002468715.1	K02302
YP_002468716.1	K00390
YP_002468717.1	K00381
YP_002468718.1	K00380
YP_002468719.1	K03555
YP_002468720.1	K03673
YP_002468721.1	K02335
YP_002468722.1	K03978
YP_002468723.1	K06207
YP_002468724.1	K00942
YP_002468725.1	K06980
YP_002468726.1	K02836
YP_002468727.1	K04567
YP_002468728.1	K01586
YP_002468729.1	K13292
YP_002468730.1	K00560
YP_002468731.1	K06168
YP_002468732.1	K07042
YP_002468733.1	K06189
YP_002468734.1	K01869
YP_002468735.1	K02340
YP_002468736.1	K00969
YP_002468737.1	K04085
YP_002468738.1	K00133
YP_002468739.1
YP_002468740.1	K00927
YP_002468741.1	K01624
YP_002468742.1	K03442
YP_002468743.1	K03583
YP_002468744.1	K03582
YP_002468745.1	K03581
YP_002468746.1	K14682
YP_002468747.1	K08304
YP_002468748.1	K00794
YP_002468749.1	K00946
YP_002468750.1	K01498
YP_002468751.1	K00082
YP_002468752.1	K03625
YP_002468753.1	K01662
YP_002468754.1	K00795
YP_002468755.1
YP_002468756.1	K11179
YP_002468757.1	K02301
YP_002468758.1	K02300
YP_002468759.1	K02299
YP_002468760.1	K02298
YP_002468761.1	K02297
YP_002468762.1	K05527
YP_002468763.1	K03545
YP_002468764.1	K01358
YP_002468765.1	K03544
YP_002468766.1	K01338
YP_002468767.1	K03770
YP_002468768.1	K06147
YP_002468769.1	K06148
YP_002468770.1	K02343
YP_002468771.1	K09747
YP_002468772.1	K04079
YP_002468773.1	K00939
YP_002468774.1	K01491
YP_002468775.1	K01883
YP_002468776.1	K09158
YP_002468777.1	K03704
YP_002468778.1	K00014
YP_002468779.1	K07566
YP_002468780.1	K03747
YP_002468781.1	K01462
YP_002468782.1	K00604
YP_002468783.1	K02879
YP_002468784.1	K03040
YP_002468785.1	K02986
YP_002468786.1	K02948
YP_002468787.1	K02952
YP_002468788.1	K02919
YP_002468789.1	K03076
YP_002468790.1	K02876
YP_002468791.1	K02907
YP_002468792.1	K02988
YP_002468793.1	K02881
YP_002468794.1	K02933
YP_002468795.1	K02994
YP_002468796.1	K02954
YP_002468797.1	K02931
YP_002468798.1	K02895
YP_002468799.1	K02874
YP_002468800.1	K02961
YP_002468801.1	K02904
YP_002468802.1	K02878
YP_002468803.1	K02982
YP_002468804.1	K02890
YP_002468805.1	K02965
YP_002468806.1	K02886
YP_002468807.1	K02892
YP_002468808.1	K02926
YP_002468809.1	K02906
YP_002468810.1	K02946
YP_002468811.1	K02358
YP_002468812.1	K02355
YP_002468813.1	K02992
YP_002468814.1	K02950
YP_002468815.1	K07237
YP_002468816.1	K07236
YP_002468817.1	K07235
YP_002468818.1	K03772
YP_002468819.1	K00821
YP_002468820.1	K06141
YP_002468821.1	K01867
YP_002468822.1	K01783
YP_002468823.1	K01735
YP_002468824.1	K00891
YP_002468825.1	K03784
YP_002468826.1	K01839
YP_002468827.1	K02837
YP_002468828.1	K07400
YP_002468829.1	K03111
YP_002468830.1	K02314
YP_002468831.1	K01920
YP_002468832.1	K07447
YP_002468833.1	K06997
YP_002468834.1	K02495
YP_002468835.1	K03439
YP_002468836.1	K03575
YP_002468837.1
YP_002468838.1	K01776
YP_002468839.1	K09802
YP_002468840.1	K00762
YP_002468841.1	K01520
YP_002468842.1	K01082
YP_002468843.1	K02939
YP_002468844.1	K02963
YP_002468845.1	K02990
YP_002468846.1	K12573
YP_002468847.1	K01939
YP_002468848.1	K04087
YP_002468849.1	K04088
YP_002468850.1	K00791
YP_002468851.1	K03572
YP_002468852.1	K00009
YP_002468853.1	K02800,K02798,K02799
YP_002468854.1	K01810
YP_002468855.1	K13288
YP_002468856.1	K01448
YP_002468857.1	K02909
YP_002468858.1	K01419
YP_002468859.1	K03667
YP_002468860.1	K04080
YP_002468861.1	K00528
YP_002468862.1	K04568
YP_002468863.1	K00954
YP_002468864.1
YP_002468865.1
YP_002468866.1	K15984
YP_002468867.1	K16322
YP_002468868.1	K01778
YP_002468869.1	K06202
YP_002468870.1	K01749
YP_002468871.1	K03628
YP_002468872.1	K03671
YP_002468873.1	K03656
YP_002468874.1	K00053
YP_002468875.1	K01687
YP_002468876.1	K04487
YP_002468877.1	K04488
YP_002468878.1	K04082
YP_002468879.1	K04044
YP_002468880.1	K04755
YP_002468881.1	K03977
YP_002468882.1
