YP_006588756.1	K02313
YP_006589046.1
YP_006589047.1	K01633
YP_006589048.1	K04567
YP_006589049.1	K01834
YP_006589050.1	K01918
YP_006589051.1	K00606
YP_006589052.1	K01409
YP_006589053.1	K03046
YP_006589054.1	K03043
YP_006589055.1	K02935
YP_006589056.1	K02864
YP_006589057.1	K02863
YP_006589058.1	K02867
YP_006589059.1	K02601
YP_006589060.1	K03073
YP_006589061.1
YP_006589062.1	K03701
YP_006589063.1
YP_006589064.1
YP_006589065.1
YP_006589066.1	K06920
YP_006589067.1	K02339
YP_006589068.1	K01873
YP_006589069.1	K03664
YP_006589070.1	K01883
YP_006589071.1	K01491
YP_006589072.1	K03820
YP_006589073.1	K02909
YP_006589074.1	K04066
YP_006589075.1	K00767
YP_006589076.1
YP_006589077.1	K00831
YP_006589078.1	K00033
YP_006589079.1	K07042
YP_006589080.1	K06980
YP_006589081.1	K01265
YP_006589082.1
YP_006589083.1	K00790
YP_006589084.1	K00850
YP_006589085.1	K09892
YP_006589086.1	K03555
YP_006589087.1
YP_006589088.1
YP_006589089.1	K00600
YP_006589090.1	K01770
YP_006589091.1	K00991
YP_006589092.1	K04764
YP_006589093.1	K01890
YP_006589094.1	K01889
YP_006589095.1	K02887
YP_006589096.1	K02916
YP_006589097.1	K01868
YP_006589098.1	K00891
YP_006589099.1	K03086
YP_006589100.1	K02316
YP_006589101.1	K02970
YP_006589102.1
YP_006589103.1	K02217
YP_006589104.1	K11752
YP_006589105.1	K00794
YP_006589106.1	K03625
YP_006589107.1	K08300
YP_006589108.1	K03563
YP_006589109.1	K01872
YP_006589110.1	K03070
YP_006589111.1
YP_006589112.1	K02535
YP_006589113.1	K03531
YP_006589114.1	K03590
YP_006589115.1
YP_006589116.1	K03589
YP_006589117.1	K01924
YP_006589118.1	K02563
YP_006589119.1	K03588
YP_006589120.1	K01925
YP_006589121.1	K01000
YP_006589122.1	K01929
YP_006589123.1	K01928
YP_006589124.1	K03587
YP_006589125.1
YP_006589126.1
YP_006589127.1	K03438
YP_006589128.1	K03500
YP_006589129.1	K00769
YP_006589130.1	K03687
YP_006589131.1
YP_006589132.1	K06186
YP_006589133.1
YP_006589134.1	K03745
YP_006589135.1	K06879
YP_006589136.1	K01937
YP_006589137.1	K01689
YP_006589138.1	K10026
YP_006589139.1	K01737
YP_006589140.1	K02342
YP_006589141.1	K06147
YP_006589142.1
YP_006589143.1	K01807
YP_006589144.1	K03473
YP_006589145.1	K00793
YP_006589146.1	K08154
YP_006589147.1	K01874
YP_006589148.1	K09475
YP_006589149.1	K03469
YP_006589150.1	K06173
YP_006589151.1	K03583
YP_006589152.1	K02343
YP_006589153.1
YP_006589154.1	K00012
YP_006589155.1	K08679
YP_006589156.1	K01142
YP_006589157.1	K01886
YP_006589158.1	K00925
YP_006589159.1	K13788
YP_006589160.1	K01507
YP_006589161.1	K03608
YP_006589162.1	K03609
YP_006589163.1	K03610
YP_006589164.1	K07235
YP_006589165.1	K07236
YP_006589166.1	K07237
YP_006589167.1	K02950
YP_006589168.1	K02992
YP_006589169.1	K02355
YP_006589170.1	K02358
YP_006589171.1	K08311
YP_006589172.1	K01835
YP_006589173.1	K03269
YP_006589174.1	K01756
YP_006589175.1	K00566
YP_006589176.1	K02871
YP_006589177.1	K02996
YP_006589178.1	K00604
YP_006589179.1	K01462
YP_006589180.1	K00384
YP_006589181.1	K07566
YP_006589182.1
YP_006589183.1
YP_006589184.1	K01892
YP_006589185.1	K03526
YP_006589186.1	K15539
YP_006589187.1	K06941
YP_006589188.1	K09158
YP_006589189.1	K03801
YP_006589190.1	K03644
YP_006589191.1	K03271
YP_006589192.1	K03704
YP_006589193.1	K02356
YP_006589194.1	K01921
YP_006589195.1	K00655
YP_006589196.1
YP_006589197.1	K03527
YP_006589198.1	K03101
YP_006589199.1	K01870
YP_006589200.1	K11753
YP_006589201.1	K02314
YP_006589202.1
YP_006589203.1	K01495
YP_006589204.1	K00974
YP_006589205.1	K02503
YP_006589206.1	K07447
YP_006589207.1	K07735
YP_006589208.1	K01920
YP_006589209.1	K03528
YP_006589210.1	K01092
YP_006589211.1	K06890
YP_006589212.1	K03273
YP_006589213.1	K02967
YP_006589214.1	K02357
YP_006589215.1	K09903
YP_006589216.1	K02838
YP_006589217.1	K00099
YP_006589218.1	K00806
YP_006589219.1	K00981
YP_006589220.1	K11749
YP_006589221.1	K07277
YP_006589222.1	K06142
YP_006589223.1	K02536
YP_006589224.1	K02372
YP_006589225.1	K00677
YP_006589226.1	K00748
YP_006589227.1	K02337
YP_006589228.1	K01962
YP_006589229.1	K06204
YP_006589230.1	K06194
YP_006589231.1	K11991
YP_006589232.1	K03168
YP_006589233.1	K13292
YP_006589234.1	K02793,K02794
YP_006589235.1	K02795
YP_006589236.1	K02796
YP_006589237.1	K03210
YP_006589238.1	K00773
YP_006589239.1	K00867
YP_006589240.1	K01256
YP_006589241.1	K09808
YP_006589242.1	K09810
YP_006589243.1	K09808
YP_006589244.1	K03723
YP_006589245.1	K03634
YP_006589246.1	K01875
YP_006589247.1	K01414
YP_006589248.1	K00876
YP_006589249.1	K03656
YP_006589250.1	K06178
YP_006589251.1	K06075
YP_006589252.1
YP_006589253.1	K03977
YP_006589254.1
YP_006589255.1	K03439
YP_006589256.1	K01665
YP_006589257.1	K03111
YP_006589258.1	K03600
YP_006589259.1	K00963
YP_006589260.1	K01141
YP_006589261.1	K00526
YP_006589262.1	K00525
YP_006589263.1	K02968
YP_006589264.1
YP_006589265.1	K03575
YP_006589266.1
YP_006589267.1
YP_006589268.1	K08306
YP_006589269.1	K03545
YP_006589270.1	K00912
YP_006589271.1	K11085
YP_006589272.1	K01919
YP_006589273.1	K04772
YP_006589274.1
YP_006589275.1	K01520
YP_006589276.1	K13038
YP_006589277.1
YP_006589278.1	K03648
YP_006589279.1	K01783
YP_006589280.1	K03770
YP_006589281.1	K07287
YP_006589282.1	K02470
YP_006589283.1	K03839
YP_006589284.1	K02911
YP_006589285.1	K03621
YP_006589286.1	K00648
YP_006589287.1	K00645
YP_006589288.1	K00059
YP_006589289.1	K02078
YP_006589290.1	K04770
YP_006589291.1
YP_006589292.1	K04770
YP_006589293.1	K01716
YP_006589294.1	K01243
YP_006589295.1	K00036
YP_006589296.1	K00995
YP_006589297.1	K03517
YP_006589298.1	K03624
YP_006589299.1	K02427
YP_006589300.1	K03798
YP_006589301.1
YP_006589302.1	K00796
YP_006589303.1	K03431
YP_006589304.1	K03075
YP_006589305.1	K09748
YP_006589306.1	K02600
YP_006589307.1	K02519
YP_006589308.1	K02834
YP_006589309.1	K03177
YP_006589310.1	K00962
YP_006589311.1	K05592
YP_006589312.1	K03424
YP_006589313.1	K02341
YP_006589314.1	K00943
YP_006589315.1	K01147
YP_006589316.1	K03060
YP_006589317.1	K00942
YP_006589318.1	K02835
YP_006589319.1	K02493
YP_006589320.1	K07568
YP_006589321.1	K06207
YP_006589322.1	K01358
YP_006589323.1	K03544
YP_006589324.1	K01338
YP_006589325.1	K04487
YP_006589326.1	K13643
YP_006589327.1	K15724
YP_006589328.1	K00134
YP_006589329.1
YP_006589330.1	K00631
YP_006589331.1	K07400
