YP_004706543.1	K03596
YP_004706743.1	K07447
YP_004706744.1	K03086
YP_004706745.1	K02316
YP_004706746.1	K02970
YP_004706747.1	K01409
YP_004706748.1	K02356
YP_004706749.1	K03786
YP_004706750.1	K02160
YP_004706751.1	K01961
YP_004706752.1	K01890
YP_004706753.1	K01889
YP_004706754.1	K02887
YP_004706755.1	K02916
YP_004706756.1	K02520
YP_004706757.1	K01868
YP_004706758.1	K00014
YP_004706759.1	K07400
YP_004706760.1	K09897
YP_004706761.1	K03089
YP_004706762.1	K03110
YP_004706763.1	K06942
YP_004706764.1	K01056
YP_004706765.1	K00948
YP_004706766.1	K02835
YP_004706767.1	K02493
YP_004706768.1	K01092
YP_004706769.1	K04487
YP_004706770.1	K00997
YP_004706771.1	K03474
YP_004706772.1	K03695
YP_004706773.1	K06180
YP_004706774.1	K03592
YP_004706775.1	K03554
YP_004706776.1	K02344
YP_004706777.1	K06980
YP_004706778.1	K13292
YP_004706779.1	K08311
YP_004706780.1	K03557
YP_004706781.1	K05515
YP_004706782.1	K05837
YP_004706783.1	K07320
YP_004706784.1	K03600
YP_004706785.1	K00640
YP_004706786.1	K07662
YP_004706787.1	K01803
YP_004706788.1	K00850
YP_004706789.1	K00615
YP_004706790.1
YP_004706791.1	K07042
YP_004706792.1	K01881
YP_004706793.1	K01755
YP_004706794.1	K04564
YP_004706795.1	K03980
YP_004706796.1	K01887
YP_004706797.1	K03168
YP_004706798.1
YP_004706799.1	K11991
YP_004706800.1	K02888
YP_004706801.1	K02899
YP_004706802.1	K03979
YP_004706803.1	K03624
YP_004706804.1	K02427
YP_004706805.1	K03798
YP_004706806.1	K03075
YP_004706807.1	K02600
YP_004706808.1	K02519
YP_004706809.1	K02834
YP_004706810.1	K03177
YP_004706811.1	K02956
YP_004706812.1	K00962
YP_004706813.1	K05592
YP_004706814.1	K02784
YP_004706815.1	K08483
YP_004706816.1	K02871
YP_004706817.1	K02996
YP_004706818.1	K06131
YP_004706819.1	K02884
YP_004706820.1	K00554
YP_004706821.1	K02860
YP_004706822.1	K02959
YP_004706823.1	K03106
YP_004706824.1	K08306
YP_004706825.1	K03439
YP_004706826.1	K08316
YP_004706827.1	K00647
YP_004706828.1	K01265
YP_004706829.1	K02967
YP_004706830.1	K02357
YP_004706831.1	K02838
YP_004706832.1	K00806
YP_004706833.1	K07277
YP_004706834.1	K06142
YP_004706835.1	K02536
YP_004706836.1	K00677
YP_004706837.1	K00748
YP_004706838.1	K02337
YP_004706839.1	K01962
YP_004706840.1	K01885
YP_004706841.1	K03799
YP_004706842.1	K01358
YP_004706843.1	K03544
YP_004706844.1	K01338
YP_004706845.1	K03282
YP_004706846.1	K00604
YP_004706847.1	K01462
YP_004706848.1	K01874
YP_004706849.1	K01918
YP_004706850.1	K00606
YP_004706851.1	K00970
YP_004706852.1	K06204
YP_004706853.1	K07462
YP_004706854.1	K02836
YP_004706855.1	K04567
YP_004706856.1	K00891
YP_004706857.1	K11179
YP_004706858.1	K00566
YP_004706859.1	K13788
YP_004706860.1	K00925
YP_004706861.1	K07038
YP_004706862.1	K06207
YP_004706863.1	K06173
YP_004706864.1	K03524
YP_004706865.1	K02221
YP_004706866.1	K02495
YP_004706867.1	K07568
YP_004706868.1	K00773
YP_004706869.1	K05997
YP_004706870.1	K09014
YP_004706871.1	K09013
YP_004706872.1	K09015
YP_004706873.1	K11717
YP_004706874.1	K02426
YP_004706875.1
YP_004706876.1	K00912
YP_004706877.1	K11085
YP_004706878.1	K01716
YP_004706879.1	K04770
YP_004706880.1	K03839
YP_004706881.1	K03583
YP_004706882.1	K02946
YP_004706883.1	K02906
YP_004706884.1	K02926
YP_004706885.1	K02892
YP_004706886.1	K02886
YP_004706887.1	K02965
YP_004706888.1	K02890
YP_004706889.1	K02982
YP_004706890.1	K02878
YP_004706891.1	K02904
YP_004706892.1	K02961
YP_004706893.1	K02874
YP_004706894.1	K02895
YP_004706895.1	K02931
YP_004706896.1	K02954
YP_004706897.1	K02994
YP_004706898.1	K02933
YP_004706899.1	K02881
YP_004706900.1	K02988
YP_004706901.1	K02907
YP_004706902.1	K02876
YP_004706903.1	K03076
YP_004706904.1	K02919
YP_004706905.1	K02952
YP_004706906.1	K02948
YP_004706907.1	K02986
YP_004706908.1	K03040
YP_004706909.1	K02879
YP_004706910.1	K04077
YP_004706911.1	K04078
YP_004706912.1	K03687
YP_004706913.1	K03664
YP_004706914.1	K01886
YP_004706915.1	K13288
YP_004706916.1	K15724
YP_004706917.1	K01142
YP_004706918.1	K01866
YP_004706919.1	K00788
YP_004706920.1	K03046
YP_004706921.1	K03043
YP_004706922.1	K02935
YP_004706923.1	K02864
YP_004706924.1	K02863
YP_004706925.1	K02867
YP_004706926.1	K02601
YP_004706927.1	K03073
YP_004706928.1	K02358
YP_004706929.1	K11720
YP_004706930.1	K07091
YP_004706931.1	K02339
YP_004706932.1	K01873
YP_004706933.1	K00611
YP_004706934.1	K00526
YP_004706935.1	K00525
YP_004706936.1	K02469
YP_004706937.1	K00384
YP_004706938.1	K16013
YP_004706939.1	K16012
YP_004706940.1	K02518
YP_004706941.1	K02355
YP_004706942.1	K02992
YP_004706943.1	K02950
YP_004706944.1	K07237
YP_004706945.1	K07236
YP_004706946.1	K07235
YP_004706947.1	K04075
YP_004706948.1	K05365
