YP_007374333.1	K02600
YP_007374476.1	K03040
YP_007374477.1	K02879
YP_007374478.1	K01689
YP_007374479.1	K01873
YP_007374480.1	K01887
YP_007374481.1	K01868
YP_007374482.1	K02520
YP_007374483.1	K02916
YP_007374484.1	K02887
YP_007374485.1	K01462
YP_007374486.1	K07447
YP_007374487.1	K00674
YP_007374488.1
YP_007374489.1	K03644
YP_007374490.1	K07164
YP_007374491.1	K02314
YP_007374492.1	K02884
YP_007374493.1	K03801
YP_007374494.1	K03650
YP_007374495.1	K01733
YP_007374496.1	K00872
YP_007374497.1	K12524
YP_007374498.1	K02911
YP_007374499.1	K01783
YP_007374500.1	K00162
YP_007374501.1	K03437
YP_007374502.1	K00133
YP_007374503.1	K01903
YP_007374504.1	K03696
YP_007374505.1	K01358
YP_007374506.1	K03544
YP_007374507.1	K03555
YP_007374508.1	K06168
YP_007374509.1
YP_007374510.1
YP_007374511.1	K04077
YP_007374512.1	K04567
YP_007374513.1	K01890
YP_007374514.1	K02914
YP_007374515.1	K01902
YP_007374516.1	K03386
YP_007374517.1
YP_007374518.1	K00134
YP_007374519.1
YP_007374520.1	K00384
YP_007374521.1	K13788
YP_007374522.1	K00925
YP_007374523.1	K02337
YP_007374524.1	K01940
YP_007374525.1	K00145
YP_007374526.1
YP_007374527.1	K01956
YP_007374528.1	K01955
YP_007374529.1	K13043
YP_007374530.1	K00930
YP_007374531.1	K03671
YP_007374532.1	K01687
YP_007374533.1	K01652
YP_007374534.1	K00053
YP_007374535.1	K02836
YP_007374536.1
YP_007374537.1	K02834
YP_007374538.1	K01886
YP_007374539.1	K00658
YP_007374540.1	K00164
YP_007374541.1	K01872
YP_007374542.1	K01867
YP_007374543.1	K01883
YP_007374544.1	K03624
YP_007374545.1	K01881
YP_007374546.1	K02968
YP_007374547.1	K00800
YP_007374548.1	K00847
YP_007374549.1	K01880
YP_007374550.1	K02939
YP_007374551.1	K02963
YP_007374552.1	K02990
YP_007374553.1	K01889
YP_007374554.1	K03218
YP_007374555.1	K03572
YP_007374556.1	K02959
YP_007374557.1	K02470
YP_007374558.1	K03501
YP_007374559.1	K00812
