YP_002467775.1	K03495
YP_002468032.1	K07790
YP_002468033.1	K06178
YP_002468034.1	K04774
YP_002468035.1	K03168
YP_002468036.1	K01092
YP_002468037.1	K06941
YP_002468038.1	K03526
YP_002468039.1	K01892
YP_002468040.1	K00600
YP_002468041.1	K01935
YP_002468042.1	K01012
YP_002468043.1	K00833
YP_002468044.1	K07404
YP_002468045.1	K03723
YP_002468046.1	K09808
YP_002468047.1	K09810
YP_002468048.1	K00134
YP_002468049.1	K03839
YP_002468050.1	K01669
YP_002468051.1
YP_002468052.1	K00164
YP_002468053.1	K00658
YP_002468054.1	K01834
YP_002468055.1	K00850
YP_002468056.1	K02440
YP_002468057.1	K01803
YP_002468058.1	K05788
YP_002468059.1	K02945
YP_002468060.1	K00800
YP_002468061.1	K00831
YP_002468062.1	K01875
YP_002468063.1	K00384
YP_002468064.1	K02518
YP_002468065.1	K01876
YP_002468066.1	K09816
YP_002468067.1	K09817
YP_002468068.1	K00873
YP_002468069.1	K00036
YP_002468070.1	K03799
YP_002468071.1	K03704
YP_002468072.1
YP_002468073.1	K14742
YP_002468074.1	K03608
YP_002468075.1	K03609
YP_002468076.1	K03610
YP_002468077.1	K00564
YP_002468078.1	K03286
YP_002468079.1	K03980
YP_002468080.1	K01465
YP_002468081.1	K02399
YP_002468082.1	K02386
YP_002468083.1	K02388
YP_002468084.1	K02389
YP_002468085.1	K02390
YP_002468086.1	K02391
YP_002468087.1	K02392
YP_002468088.1	K02393
YP_002468089.1	K02394
YP_002468090.1	K02395
YP_002468091.1	K02396
YP_002468092.1	K08300
YP_002468093.1	K06179
YP_002468094.1	K02911
YP_002468095.1	K00059
YP_002468096.1	K02078
YP_002468097.1	K00943
YP_002468098.1	K02341
YP_002468099.1	K03424
YP_002468100.1	K02779,K02778
YP_002468101.1	K02503
YP_002468102.1	K07337
YP_002468103.1	K09476
YP_002468104.1	K01893
YP_002468105.1	K00763
YP_002468106.1	K00226
YP_002468107.1	K12297
YP_002468108.1	K15738
YP_002468109.1	K07146
YP_002468110.1	K01873
YP_002468111.1	K01255
YP_002468112.1	K00611
YP_002468113.1	K00609
YP_002468114.1	K00610
YP_002468115.1	K09022
YP_002468116.1	K05592
YP_002468117.1	K00962
YP_002468118.1	K02956
YP_002468119.1	K03177
YP_002468120.1	K02834
YP_002468121.1	K02519
YP_002468122.1	K02600
YP_002468123.1	K03075
YP_002468124.1	K03431
YP_002468125.1	K03798
YP_002468126.1	K03624
YP_002468127.1
YP_002468128.1	K00790
YP_002468129.1	K02888
YP_002468130.1	K02899
YP_002468131.1	K03979
YP_002468132.1	K02996
YP_002468133.1	K02871
YP_002468134.1	K14170
YP_002468135.1	K03106
YP_002468136.1	K02959
YP_002468137.1	K02860
YP_002468138.1	K00554
YP_002468139.1	K02884
YP_002468140.1	K03568
YP_002468141.1	K03786
YP_002468142.1	K03557
YP_002468143.1	K06180
YP_002468144.1	K05807
YP_002468145.1	K01872
YP_002468146.1	K03563
YP_002468147.1	K01919
YP_002468148.1	K00789
YP_002468149.1	K01150
YP_002468150.1	K09761
YP_002468151.1	K01807
YP_002468152.1	K01886
YP_002468153.1	K01937
YP_002468154.1	K01689
YP_002468155.1	K06194
YP_002468156.1	K01770
YP_002468157.1	K00991
YP_002468158.1	K05589
YP_002468159.1	K00860
YP_002468160.1	K00956
YP_002468161.1	K00957
YP_002468162.1	K02302
YP_002468163.1	K00390
YP_002468164.1	K00381
YP_002468165.1	K00380
YP_002468166.1	K03555
YP_002468167.1	K03673
YP_002468168.1	K02335
YP_002468169.1	K03978
YP_002468170.1	K06207
YP_002468171.1	K00942
YP_002468172.1	K06980
YP_002468173.1	K02836
YP_002468174.1	K04567
YP_002468175.1	K01586
YP_002468176.1	K13292
YP_002468177.1	K00560
YP_002468178.1	K06168
YP_002468179.1	K07042
YP_002468180.1	K06189
YP_002468181.1	K01869
YP_002468182.1	K02340
YP_002468183.1	K00969
YP_002468184.1	K04085
YP_002468185.1	K00133
YP_002468186.1
YP_002468187.1	K00927
YP_002468188.1	K01624
YP_002468189.1	K03442
YP_002468190.1	K03583
YP_002468191.1	K03582
YP_002468192.1	K03581
YP_002468193.1	K14682
YP_002468194.1	K08304
YP_002468195.1	K00794
YP_002468196.1	K00946
YP_002468197.1	K01498
YP_002468198.1	K00082
YP_002468199.1	K03625
YP_002468200.1	K01662
YP_002468201.1	K00795
YP_002468202.1
YP_002468203.1	K11179
YP_002468204.1	K02301
YP_002468205.1	K02300
YP_002468206.1	K02299
YP_002468207.1	K02298
YP_002468208.1	K02297
YP_002468209.1	K05527
YP_002468210.1	K03545
YP_002468211.1	K01358
YP_002468212.1	K03544
YP_002468213.1	K01338
YP_002468214.1	K03770
YP_002468215.1	K06147
YP_002468216.1	K06148
YP_002468217.1	K02343
YP_002468218.1	K09747
YP_002468219.1	K04079
YP_002468220.1	K00939
YP_002468221.1	K01491
YP_002468222.1	K01883
YP_002468223.1	K09158
YP_002468224.1	K03704
YP_002468225.1	K00014
YP_002468226.1	K07566
YP_002468227.1	K03747
YP_002468228.1	K01462
YP_002468229.1	K00604
YP_002468230.1	K02879
YP_002468231.1	K03040
YP_002468232.1	K02986
YP_002468233.1	K02948
YP_002468234.1	K02952
YP_002468235.1	K02919
YP_002468236.1	K03076
YP_002468237.1	K02876
YP_002468238.1	K02907
YP_002468239.1	K02988
YP_002468240.1	K02881
YP_002468241.1	K02933
YP_002468242.1	K02994
YP_002468243.1	K02954
YP_002468244.1	K02931
YP_002468245.1	K02895
YP_002468246.1	K02874
YP_002468247.1	K02961
YP_002468248.1	K02904
YP_002468249.1	K02878
YP_002468250.1	K02982
YP_002468251.1	K02890
YP_002468252.1	K02965
YP_002468253.1	K02886
YP_002468254.1	K02892
YP_002468255.1	K02926
YP_002468256.1	K02906
YP_002468257.1	K02946
YP_002468258.1	K02358
YP_002468259.1	K02355
YP_002468260.1	K02992
YP_002468261.1	K02950
YP_002468262.1	K07237
YP_002468263.1	K07236
YP_002468264.1	K07235
YP_002468265.1	K03772
YP_002468266.1	K00821
YP_002468267.1	K06141
YP_002468268.1	K01867
YP_002468269.1	K01783
YP_002468270.1	K01735
YP_002468271.1	K00891
YP_002468272.1	K03784
YP_002468273.1	K01839
YP_002468274.1	K02837
YP_002468275.1	K07400
YP_002468276.1	K03111
YP_002468277.1	K02314
YP_002468278.1	K01920
YP_002468279.1	K07447
YP_002468280.1	K06997
YP_002468281.1	K02495
YP_002468282.1	K03439
YP_002468283.1	K03575
YP_002468284.1
YP_002468285.1	K01776
YP_002468286.1	K09802
YP_002468287.1	K00762
YP_002468288.1	K01520
YP_002468289.1	K01082
YP_002468290.1	K02939
YP_002468291.1	K02963
YP_002468292.1	K02990
YP_002468293.1	K12573
YP_002468294.1	K01939
YP_002468295.1	K04087
YP_002468296.1	K04088
YP_002468297.1	K00791
YP_002468298.1	K03572
YP_002468299.1	K00009
YP_002468300.1	K02800,K02798,K02799
YP_002468301.1	K01810
YP_002468302.1	K13288
YP_002468303.1	K01448
YP_002468304.1	K02909
YP_002468305.1	K01419
YP_002468306.1	K03667
YP_002468307.1	K04080
YP_002468308.1	K00528
YP_002468309.1	K04568
YP_002468310.1	K00954
YP_002468311.1
YP_002468312.1
YP_002468313.1	K15984
YP_002468314.1	K16322
YP_002468315.1	K01778
YP_002468316.1	K06202
YP_002468317.1	K01749
YP_002468318.1	K03628
YP_002468319.1	K03671
YP_002468320.1	K03656
YP_002468321.1	K00053
YP_002468322.1	K01687
YP_002468323.1	K04487
YP_002468324.1	K04488
YP_002468325.1	K04082
YP_002468326.1	K04044
YP_002468327.1	K04755
YP_002468328.1	K03977
YP_002468329.1
