YP_004589860.1	K03495
YP_004589965.1	K02835
YP_004589966.1	K02493
YP_004589967.1
YP_004589968.1	K00925
YP_004589969.1	K13788
YP_004589970.1	K02469
YP_004589971.1	K03386
YP_004589972.1	K03648
YP_004589973.1	K07390
YP_004589974.1	K03683
YP_004589975.1	K01056
YP_004589976.1	K06942
YP_004589977.1	K01733
YP_004589978.1	K00872
YP_004589979.1	K12524
YP_004589980.1	K06204
YP_004589981.1	K06173
YP_004589982.1	K03070
YP_004589983.1	K00163
YP_004589984.1	K00627
YP_004589985.1	K00382
YP_004589986.1	K15724
YP_004589987.1	K03531
YP_004589988.1	K03590
YP_004589989.1	K03438
YP_004589990.1	K01653
YP_004589991.1	K01652
YP_004589992.1	K00674
YP_004589993.1	K01265
YP_004589994.1	K02967
YP_004589995.1	K02357
YP_004589996.1	K02838
YP_004589997.1	K07277
YP_004589998.1	K02372
YP_004589999.1	K02337
YP_004590000.1	K01881
YP_004590001.1	K02401
YP_004590002.1	K02400
YP_004590003.1	K01887
YP_004590004.1	K01069
YP_004590005.1	K03469
YP_004590006.1	K02342
YP_004590007.1	K03687
YP_004590008.1	K03664
YP_004590009.1	K11991
YP_004590010.1	K00997
YP_004590011.1	K03595
YP_004590012.1	K03685
YP_004590013.1	K03100
YP_004590014.1	K03596
YP_004590015.1	K00566
YP_004590016.1	K00208
YP_004590017.1	K01147
YP_004590018.1
YP_004590019.1	K03801
YP_004590020.1	K03644
YP_004590021.1	K04773
YP_004590022.1	K10806
YP_004590023.1
YP_004590024.1	K01695
YP_004590025.1	K01696
YP_004590026.1	K13498
YP_004590027.1	K00766
YP_004590028.1	K07790
YP_004590029.1	K06178
YP_004590030.1	K01092
YP_004590031.1	K06941
YP_004590032.1	K01892
YP_004590033.1	K00600
YP_004590034.1	K03723
YP_004590035.1	K00134
YP_004590036.1	K03839
YP_004590037.1
YP_004590038.1	K00164
YP_004590039.1	K00658
YP_004590040.1	K01834
YP_004590041.1	K00850
YP_004590042.1	K01803
YP_004590043.1	K05788
YP_004590044.1	K02945
YP_004590045.1	K00800
YP_004590046.1	K00831
YP_004590047.1	K01875
YP_004590048.1	K00384
YP_004590049.1	K02518
YP_004590050.1	K01876
YP_004590051.1
YP_004590052.1	K00873
YP_004590053.1	K03799
YP_004590054.1
YP_004590055.1	K03608
YP_004590056.1	K03609
YP_004590057.1	K03610
YP_004590058.1	K00564
YP_004590059.1	K03286
YP_004590060.1	K03980
YP_004590061.1	K02387
YP_004590062.1	K02388
YP_004590063.1	K02391
YP_004590064.1	K02392
YP_004590065.1	K02393
YP_004590066.1	K02394
YP_004590067.1	K06179
YP_004590068.1	K02911
YP_004590069.1	K00645
YP_004590070.1	K00059
YP_004590071.1	K02078
YP_004590072.1	K02341
YP_004590073.1	K03424
YP_004590074.1	K02503
YP_004590075.1	K01893
YP_004590076.1	K07146
YP_004590077.1	K01873
YP_004590078.1	K01255
YP_004590079.1	K00611
YP_004590080.1
YP_004590081.1	K05592
YP_004590082.1	K00962
YP_004590083.1	K02956
YP_004590084.1	K03177
YP_004590085.1	K02834
YP_004590086.1	K02519
YP_004590087.1	K02600
YP_004590088.1	K03798
YP_004590089.1	K02427
YP_004590090.1	K03624
YP_004590091.1
YP_004590092.1	K02888
YP_004590093.1	K02899
YP_004590094.1	K03979
YP_004590095.1	K02996
YP_004590096.1	K02871
YP_004590097.1	K14170
YP_004590098.1	K03106
YP_004590099.1	K02959
YP_004590100.1	K02860
YP_004590101.1	K00554
YP_004590102.1	K02884
YP_004590103.1	K03568
YP_004590104.1	K03786
YP_004590105.1	K06180
YP_004590106.1	K01872
YP_004590107.1	K03563
YP_004590108.1	K09761
YP_004590109.1	K09888
YP_004590110.1	K01807
YP_004590111.1	K01886
YP_004590112.1	K01689
YP_004590113.1	K02335
YP_004590114.1	K03978
YP_004590115.1	K06207
YP_004590116.1	K06980
YP_004590117.1	K02836
YP_004590118.1	K04567
YP_004590119.1	K01586
YP_004590120.1	K06168
YP_004590121.1	K07042
YP_004590122.1	K01869
YP_004590123.1	K04085
YP_004590124.1	K00133
YP_004590125.1
YP_004590126.1	K00927
YP_004590127.1	K01624
YP_004590128.1	K03442
YP_004590129.1	K03583
YP_004590130.1	K03625
YP_004590131.1	K11179
YP_004590132.1	K02301
YP_004590133.1	K02299
YP_004590134.1	K02298
YP_004590135.1	K02297
YP_004590136.1	K05527
YP_004590137.1	K01358
YP_004590138.1	K03544
YP_004590139.1	K01338
YP_004590140.1	K02343
YP_004590141.1	K09747
YP_004590142.1	K04079
YP_004590143.1	K00939
YP_004590144.1	K01491
YP_004590145.1	K01883
YP_004590146.1	K09158
YP_004590147.1	K03704
YP_004590148.1	K01462
YP_004590149.1	K00604
YP_004590150.1	K02879
YP_004590151.1	K03040
YP_004590152.1	K02986
YP_004590153.1	K02948
YP_004590154.1	K02952
YP_004590155.1	K02919
YP_004590156.1	K03076
YP_004590157.1	K02876
YP_004590158.1	K02907
YP_004590159.1	K02988
YP_004590160.1	K02881
YP_004590161.1	K02933
YP_004590162.1	K02994
YP_004590163.1	K02954
YP_004590164.1	K02931
YP_004590165.1	K02895
YP_004590166.1
YP_004777018.1
YP_004590167.1	K02961
YP_004590168.1	K02904
YP_004590169.1	K02878
YP_004590170.1	K02982
YP_004590171.1	K02890
YP_004590172.1	K02965
YP_004590173.1	K02886
YP_004590174.1	K02892
YP_004590175.1	K02926
YP_004590176.1	K02906
YP_004590177.1	K02946
YP_004590178.1	K02358
YP_004590179.1	K02355
YP_004590180.1	K02992
YP_004590181.1	K02950
YP_004590182.1	K07237
YP_004590183.1	K07236
YP_004590184.1	K07235
YP_004590185.1	K01867
YP_004590186.1	K01783
YP_004590187.1	K01735
YP_004590188.1	K00891
YP_004590189.1	K07400
YP_004590190.1	K02170
YP_004590191.1	K03111
YP_004590192.1	K05539
YP_004590193.1	K02314
YP_004590194.1	K03439
YP_004590195.1	K03575
YP_004590196.1	K01520
YP_004590197.1	K02939
YP_004590198.1	K02963
YP_004590199.1	K02990
YP_004590200.1	K00791
YP_004590201.1	K13288
YP_004590202.1	K02909
YP_004590203.1	K01419
YP_004590204.1	K03667
YP_004590205.1	K00528
YP_004590206.1	K01778
YP_004590207.1	K03628
YP_004590208.1	K03671
YP_004590209.1	K03656
YP_004590210.1	K00053
YP_004590211.1	K01687
YP_004590212.1	K04487
YP_004590213.1	K04488
YP_004590214.1	K04082
YP_004590215.1	K04044
YP_004590216.1	K04755
YP_004590217.1	K03977
YP_004590218.1
