YP_004124089.1	K03495
YP_004124320.1	K03544
YP_004124321.1
YP_004124322.1	K03575
YP_004124323.1	K06997
YP_004124324.1	K07447
YP_004124325.1	K07735
YP_004124326.1	K00789
YP_004124327.1	K01480
YP_004124328.1	K00927
YP_004124329.1	K01624
YP_004124330.1	K01807
YP_004124331.1	K01934
YP_004124332.1	K09888
YP_004124333.1	K03185
YP_004124334.1
YP_004124335.1	K06980
YP_004124336.1	K02836
YP_004124337.1	K04567
YP_004124338.1	K01586
YP_004124339.1	K08311
YP_004124340.1	K13292
YP_004124341.1	K03583
YP_004124342.1	K03581
YP_004124343.1	K03582
YP_004124344.1	K00674
YP_004124345.1	K01265
YP_004124346.1	K02967
YP_004124347.1	K02357
YP_004124348.1	K09903
YP_004124349.1	K02838
YP_004124350.1	K00099
YP_004124351.1	K00806
YP_004124352.1	K00981
YP_004124353.1	K11749
YP_004124354.1	K07277
YP_004124355.1	K06142
YP_004124356.1	K02536
YP_004124357.1	K02372
YP_004124358.1	K00677
YP_004124359.1	K00748
YP_004124360.1	K03470
YP_004124361.1	K02337
YP_004124362.1	K01962
YP_004124363.1	K04075
YP_004124364.1	K01881
YP_004124365.1	K03273
YP_004124366.1	K01961
YP_004124367.1	K02160
YP_004124368.1	K03786
YP_004124369.1	K03569
YP_004124370.1	K03570
YP_004124371.1	K03571
YP_004124372.1	K03568
YP_004124373.1	K03592
YP_004124374.1	K01338
YP_004124375.1	K00759
YP_004124376.1	K02343
YP_004124377.1	K00939
YP_004124378.1	K03269
YP_004124379.1	K01883
YP_004124380.1	K01491
YP_004124381.1
YP_004124382.1	K05837
YP_004124383.1	K05515
YP_004124384.1	K09710
YP_004124385.1	K02340
YP_004124386.1	K03643
YP_004124387.1	K01869
YP_004124388.1	K03820
YP_004124389.1	K06189
YP_004124390.1	K07042
YP_004124391.1	K06217
YP_004124392.1	K03184
YP_004124393.1	K01443
YP_004124394.1	K02564
YP_004124395.1	K01886
YP_004124396.1	K03839
YP_004124397.1	K00241
YP_004124398.1	K00242
YP_004124399.1	K00239
YP_004124400.1	K00240
YP_004124401.1	K00164
YP_004124402.1	K00658
YP_004124403.1	K01903
YP_004124404.1	K01902
YP_004124405.1	K03562
YP_004124406.1	K03560
YP_004124407.1	K03646
YP_004124408.1	K03641
YP_004124409.1	K03640
YP_004124410.1
YP_004124411.1	K07404
YP_004124412.1	K01834
YP_004124413.1	K06890
YP_004124414.1	K06942
YP_004124415.1	K01056
YP_004124416.1	K00948
YP_004124417.1	K00919
YP_004124418.1	K02494
YP_004124419.1	K02835
YP_004124420.1	K02493
YP_004124421.1	K01627
YP_004124422.1	K01868
YP_004124423.1	K02520
YP_004124424.1	K02916
YP_004124425.1	K02887
YP_004124426.1	K01889
YP_004124427.1	K01890
YP_004124428.1	K03800
YP_004124429.1	K05997
YP_004124430.1	K09014
YP_004124431.1	K09013
YP_004124432.1	K09015
YP_004124433.1	K11717
YP_004124434.1	K02426
YP_004124435.1	K06078
YP_004124436.1	K00793
YP_004124437.1	K07390
YP_004124438.1	K03683
YP_004124439.1	K06075
YP_004124440.1	K00275
YP_004124441.1	K01866
YP_004124442.1	K10773
YP_004124443.1	K01679
YP_004124444.1
YP_004124445.1	K03186
YP_004124446.1	K00979
YP_004124447.1
YP_004124448.1	K00912
YP_004124449.1	K11085
YP_004124450.1	K02945
YP_004124451.1	K00945
YP_004124452.1	K00800
YP_004124453.1	K00831
YP_004124454.1	K01875
YP_004124455.1	K03634
YP_004124456.1	K03466
YP_004124457.1	K00384
YP_004124458.1	K02518
YP_004124459.1	K02014
YP_004124460.1
YP_004124461.1	K08308
YP_004124462.1	K00566
YP_004124463.1	K01756
YP_004124464.1	K09808
YP_004124465.1	K09810
YP_004124466.1	K09808
YP_004124467.1	K07337
YP_004124468.1	K02503
YP_004124469.1	K03424
YP_004124470.1	K02341
YP_004124471.1	K00943
YP_004124472.1	K02619
YP_004124473.1	K02078
YP_004124474.1	K00059
YP_004124475.1	K00645
YP_004124476.1	K00648
YP_004124477.1	K03621
YP_004124478.1	K02911
YP_004124479.1	K08300
YP_004124480.1	K16291
YP_004124481.1	K00995
YP_004124482.1	K11179
YP_004124483.1	K11940
YP_004124484.1	K01716
YP_004124485.1	K01893
YP_004124486.1
YP_004124487.1
YP_004124488.1	K00208
YP_004124489.1	K01497
YP_004124490.1	K01657
YP_004124491.1	K01658
YP_004124492.1	K00766
YP_004124493.1	K13498
YP_004124494.1	K01696
YP_004124495.1	K01695
YP_004124496.1	K03832
YP_004124497.1	K06131
YP_004124498.1	K00857
YP_004124499.1	K01142
YP_004124500.1	K04773
YP_004124501.1	K00134
YP_004124502.1	K03611
YP_004124503.1	K03610
YP_004124504.1	K03609
YP_004124505.1	K03608
YP_004124506.1	K14742
YP_004124507.1	K01665
YP_004124508.1
YP_004124509.1	K02793,K02794
YP_004124510.1	K02795
YP_004124511.1	K02796
YP_004124512.1	K03704
YP_004124513.1	K00036
YP_004124514.1	K00873
YP_004124515.1
YP_004124516.1	K01876
YP_004124517.1	K01887
YP_004124518.1	K03980
YP_004124519.1	K08162
YP_004124520.1	K02467
YP_004124521.1	K09802
YP_004124522.1	K01141
YP_004124523.1	K00765
YP_004124524.1	K00013
YP_004124525.1	K00817
YP_004124526.1	K01089
YP_004124527.1	K02501
YP_004124528.1	K01814
YP_004124529.1	K02500
YP_004124530.1	K11755
YP_004124531.1	K00033
YP_004124532.1	K01874
YP_004124533.1	K01495
YP_004124534.1	K02897
YP_004124535.1	K01921
YP_004124536.1	K09475
YP_004124537.1	K02469
YP_004124538.1	K00568
YP_004124539.1	K00525
YP_004124540.1	K00526
YP_004124541.1	K11107
YP_004124542.1	K00343
YP_004124543.1	K00342
YP_004124544.1	K00341
YP_004124545.1	K00340
YP_004124546.1	K00339
YP_004124547.1	K00338
YP_004124548.1	K00337
YP_004124549.1	K00336
YP_004124550.1	K00335
YP_004124551.1	K00334
YP_004124552.1	K13378
YP_004124553.1	K00331
YP_004124554.1	K00330
YP_004124555.1	K11754
YP_004124556.1	K01963
YP_004124557.1	K06173
YP_004124558.1	K03473
YP_004124559.1	K00647
YP_004124560.1	K07320
YP_004124561.1	K01736
YP_004124562.1	K03322
YP_004124563.1	K01885
YP_004124564.1	K01972
YP_004124565.1	K01738
YP_004124566.1	K02784
YP_004124567.1	K08483
YP_004124568.1	K02045
YP_004124569.1	K02047
YP_004124570.1	K02046
YP_004124571.1	K02048
YP_004124572.1	K00616
YP_004124573.1	K00615
YP_004124574.1	K01439
YP_004124575.1	K01714
YP_004124576.1	K00761
YP_004124577.1
YP_004124578.1	K03189
YP_004124579.1	K03188
YP_004124580.1	K01428
YP_004124581.1	K01429
YP_004124582.1	K01430
YP_004124583.1	K03190
YP_004124584.1	K01951
YP_004124585.1	K00088
YP_004124586.1	K00116
YP_004124587.1	K03977
YP_004124588.1	K01892
YP_004124589.1	K03526
YP_004124590.1	K06941
YP_004124591.1	K00940
YP_004124592.1	K04487
YP_004124593.1	K01092
YP_004124594.1	K00600
YP_004124595.1	K11991
YP_004124596.1	K00997
YP_004124597.1	K03474
YP_004124598.1	K03685
YP_004124599.1	K03100
YP_004124600.1	K03596
YP_004124601.1	K03648
YP_004124602.1	K03687
YP_004124603.1	K00858
YP_004124604.1	K06186
YP_004124605.1
YP_004124606.1	K03664
YP_004124607.1	K03297
YP_004124608.1	K00998
YP_004124609.1	K00602
YP_004124610.1	K03046
YP_004124611.1	K03043
YP_004124612.1	K02935
YP_004124613.1	K02864
YP_004124614.1	K02863
YP_004124615.1	K02867
YP_004124616.1	K02601
YP_004124617.1	K03073
YP_004124618.1	K02358
YP_004124619.1	K02355
YP_004124620.1	K02992
YP_004124621.1	K02950
YP_004124622.1	K01664
YP_004124623.1	K01867
YP_004124624.1	K01783
YP_004124625.1	K01735
YP_004124626.1	K00891
YP_004124627.1	K07400
YP_004124628.1	K00133
YP_004124629.1
YP_004124630.1	K07024
YP_004124631.1	K03284
YP_004124632.1	K07025
YP_004124633.1	K01778
YP_004124634.1	K01749
YP_004124635.1	K01719
YP_004124636.1	K03628
YP_004124637.1	K03671
YP_004124638.1	K00053
YP_004124639.1	K01754
YP_004124640.1	K01687
YP_004124641.1	K00826
YP_004124642.1	K11258
YP_004124643.1	K01652
YP_004124644.1	K01776
YP_004124645.1	K00297
YP_004124646.1	K01739
YP_004124647.1	K02909
YP_004124648.1	K00528
YP_004124649.1	K01803
YP_004124650.1	K00850
YP_004124651.1	K00640
YP_004124652.1	K00057
YP_004124653.1	K03676
YP_004124654.1
YP_004124655.1	K03274
YP_004124656.1	K02841
YP_004124657.1	K02527
YP_004124658.1	K02913
YP_004124659.1	K02902
YP_004124660.1	K01520
YP_004124661.1
YP_004124662.1
YP_004124663.1	K00942
YP_004124664.1	K03060
YP_004124665.1	K02335
YP_004124666.1	K03673
YP_004124667.1	K03182
YP_004124668.1	K03688
YP_004124669.1	K03183
YP_004124670.1	K09760
YP_004124671.1	K00549
YP_004124672.1	K03089
YP_004124673.1	K08316
YP_004124674.1	K01810
YP_004124675.1	K00651
