YP_802580.1	K03495
YP_802758.1	K01875
YP_802759.1	K00384
YP_802760.1	K02518
YP_802761.1	K01876
YP_802762.1
YP_802763.1	K00873
YP_802764.1	K00036
YP_802765.1	K03799
YP_802766.1
YP_802767.1	K14742
YP_802768.1	K03608
YP_802769.1	K03609
YP_802770.1	K03610
YP_802771.1	K00564
YP_802772.1	K03286
YP_802773.1	K02391
YP_802774.1	K02393
YP_802775.1	K02394
YP_802776.1	K06179
YP_802777.1	K02911
YP_802778.1	K00645
YP_802779.1	K00059
YP_802780.1	K02078
YP_802781.1	K02341
YP_802782.1	K03424
YP_802783.1	K01893
YP_802784.1	K07146
YP_802785.1	K01873
YP_802786.1	K00611
YP_802787.1	K07567
YP_802788.1	K05592
YP_802789.1	K00962
YP_802790.1	K02956
YP_802791.1	K03177
YP_802792.1	K02834
YP_802793.1	K02519
YP_802794.1	K02600
YP_802795.1	K03075
YP_802796.1	K03798
YP_802797.1	K02427
YP_802798.1	K03624
YP_802799.1
YP_802800.1	K02888
YP_802801.1	K02899
YP_802802.1	K03979
YP_802803.1	K02996
YP_802804.1	K02871
YP_802805.1	K14170
YP_802806.1	K03106
YP_802807.1	K02959
YP_802808.1	K02860
YP_802809.1	K00554
YP_802810.1	K02884
YP_802811.1	K03786
YP_802812.1	K03557
YP_802813.1	K06180
YP_802814.1	K01872
YP_802815.1	K03563
YP_802816.1	K09888
YP_802817.1	K01807
YP_802818.1	K01886
YP_802819.1	K01689
YP_802820.1	K02335
YP_802821.1	K03978
YP_802822.1	K06207
YP_802823.1	K06980
YP_802824.1	K02836
YP_802825.1	K04567
YP_802826.1	K01586
YP_802827.1	K06168
YP_802828.1	K07042
YP_802829.1	K01869
YP_802830.1	K02340
YP_802831.1	K04085
YP_802832.1	K00133
YP_802833.1	K00927
YP_802834.1	K01624
YP_802835.1	K03442
YP_802836.1	K03583
YP_802837.1	K03582
YP_802838.1	K03581
YP_802839.1	K03625
YP_802840.1	K02301
YP_802841.1	K02300
YP_802842.1	K02299
YP_802843.1	K02298
YP_802844.1	K02297
YP_802845.1	K05527
YP_802846.1	K01358
YP_802847.1	K03544
YP_802848.1	K01338
YP_802849.1	K06147
YP_802850.1	K06148
YP_802851.1	K02343
YP_802852.1	K09747
YP_802853.1	K04079
YP_802854.1	K00939
YP_802855.1	K01491
YP_802856.1	K01883
YP_802857.1	K09158
YP_802858.1	K03704
YP_802859.1	K00014
YP_802860.1	K01462
YP_802861.1	K00604
YP_802862.1	K02879
YP_802863.1	K03040
YP_802864.1	K02986
YP_802865.1	K02948
YP_802866.1	K02952
YP_802867.1	K02919
YP_802868.1	K03076
YP_802869.1	K02876
YP_802870.1	K02907
YP_802871.1	K02988
YP_802872.1	K02881
YP_802873.1	K02933
YP_802874.1	K02994
YP_802875.1	K02954
YP_802876.1	K02931
YP_802877.1	K02895
YP_802878.1	K02874
YP_802879.1	K02961
YP_802880.1	K02904
YP_802881.1	K02878
YP_802882.1	K02982
YP_802883.1	K02890
YP_802884.1	K02965
YP_802885.1	K02886
YP_802886.1	K02892
YP_802887.1	K02926
YP_802888.1	K02906
YP_802889.1	K02946
YP_802890.1	K02358
YP_802891.1	K02355
YP_802892.1	K02992
YP_802893.1	K02950
YP_802894.1	K07237
YP_802895.1	K07236
YP_802896.1	K07235
YP_802897.1	K01867
YP_802898.1	K01783
YP_802899.1	K01735
YP_802900.1	K00891
YP_802901.1	K07400
YP_802902.1	K02170
YP_802903.1	K03111
YP_802904.1	K05539
YP_802905.1	K02314
YP_802906.1	K07447
YP_802907.1	K02495
YP_802908.1	K03575
YP_802909.1
YP_802910.1	K01141
YP_802911.1	K01520
YP_802912.1	K02939
YP_802913.1	K02963
YP_802914.1	K02990
YP_802915.1	K00791
YP_802916.1	K01810
YP_802917.1	K13288
YP_802918.1	K02909
YP_802919.1	K01419
YP_802920.1	K03667
YP_802921.1	K00528
YP_802922.1
YP_802923.1	K01778
YP_802924.1	K06202
YP_802925.1	K03628
YP_802926.1	K03671
YP_802927.1	K03656
YP_802928.1	K00053
YP_802929.1	K01687
YP_802930.1	K04487
YP_802931.1	K04488
YP_802932.1	K04082
YP_802933.1	K04044
YP_802934.1	K04755
YP_802935.1	K03977
YP_802936.1
