YP_007660511.1	K04043
YP_007660746.1	K03217
YP_007660747.1	K03536
YP_007660748.1	K02914
YP_007660749.1	K02338
YP_007660750.1	K02470
YP_007660751.1	K01879
YP_007660752.1	K01878
YP_007660753.1
YP_007660754.1	K00528
YP_007660755.1	K00330
YP_007660756.1	K00331
YP_007660757.1	K13378
YP_007660758.1	K00334
YP_007660759.1	K00335
YP_007660760.1	K00336
YP_007660761.1	K00337
YP_007660762.1	K00338
YP_007660763.1	K00339
YP_007660764.1	K00340
YP_007660765.1	K00341
YP_007660766.1	K00342
YP_007660767.1	K00343
YP_007660768.1	K01778
YP_007660769.1	K01586
YP_007660770.1	K01755
YP_007660771.1
YP_007660772.1	K02204
YP_007660773.1	K00817
YP_007660774.1	K02500
YP_007660775.1	K01814
YP_007660776.1	K02501
YP_007660777.1	K01693
YP_007660778.1	K03664
YP_007660779.1	K03687
