YP_277523.1	K03495
YP_277742.1	K03072
YP_277743.1	K03074
YP_277744.1	K11752
YP_277745.1	K00794
YP_277746.1	K03625
YP_277747.1	K01095
YP_277748.1	K01662
YP_277749.1	K00795
YP_277750.1	K03151
YP_277751.1
YP_277752.1	K02301
YP_277753.1	K02300
YP_277754.1	K02299
YP_277755.1	K02298
YP_277756.1	K02297
YP_277757.1	K01358
YP_277758.1	K03544
YP_277759.1
YP_277760.1	K03575
YP_277761.1	K07447
YP_277762.1	K07735
YP_277763.1	K00789
YP_277764.1	K01480
YP_277765.1	K00927
YP_277766.1	K01624
YP_277767.1	K01807
YP_277768.1	K01934
YP_277769.1	K09888
YP_277770.1	K03185
YP_277771.1
YP_277772.1	K06980
YP_277773.1	K02836
YP_277774.1	K04567
YP_277775.1	K01586
YP_277776.1	K08311
YP_277777.1	K13292
YP_277778.1	K03583
YP_277779.1	K03581
YP_277780.1	K03582
YP_277781.2	K00674
YP_277782.1	K01265
YP_277783.1	K02967
YP_277784.1	K02357
YP_277785.1	K09903
YP_277786.1	K02838
YP_277787.1	K00099
YP_277788.1	K00806
YP_277789.1	K00981
YP_277790.1	K11749
YP_277791.1	K07277
YP_277792.1	K06142
YP_277793.1	K02536
YP_277794.1	K02372
YP_277795.1	K00677
YP_277796.1	K00748
YP_277797.1	K03470
YP_277798.1	K02337
YP_277799.1	K01962
YP_277800.1	K04075
YP_277801.1	K01881
YP_277802.1	K03273
YP_277803.1	K01961
YP_277804.1	K02160
YP_277805.1	K03786
YP_277806.1	K03569
YP_277807.1	K03570
YP_277808.1	K03571
YP_277809.1	K03568
YP_277810.1	K03592
YP_277811.1	K01338
YP_277812.1	K00759
YP_277813.1	K02343
YP_277814.1	K00939
YP_277815.1	K03269
YP_277816.1	K01883
YP_277817.1	K01491
YP_277818.1
YP_277819.1	K05837
YP_277820.1	K05515
YP_277821.1	K09710
YP_277822.1	K02340
YP_277823.1	K03643
YP_277824.1	K01869
YP_277825.1	K03820
YP_277826.1	K06189
YP_277827.1	K07042
YP_277828.1	K06217
YP_277829.1	K03184
YP_277830.1	K01443
YP_277831.1	K02564
YP_277832.1	K01886
YP_277833.1	K03839
YP_277834.1	K01175
YP_277835.1	K01835
YP_277836.1
YP_277837.1	K00241
YP_277838.1	K00242
YP_277839.1	K00239
YP_277840.1	K00240
YP_277841.1	K00164
YP_277842.1	K00658
YP_277843.1	K01903
YP_277844.1	K01902
YP_277845.1	K03562
YP_277846.1	K03560
YP_277847.1	K03646
YP_277848.1	K03641
YP_277849.1	K03640
YP_277850.1
YP_277851.1	K07404
YP_277852.1	K01834
YP_277853.1	K06890
YP_277854.1	K06942
YP_277855.1	K01056
YP_277856.1	K00948
YP_277857.1	K00919
YP_277858.1	K02494
YP_277859.1	K02835
YP_277860.1	K02493
YP_277861.1	K01627
YP_277862.1	K01868
YP_277863.1	K02520
YP_277864.1	K02916
YP_277865.1	K02887
YP_277866.1	K01889
YP_277867.1	K01890
YP_277868.1	K03800
YP_277869.1	K05997
YP_277870.1	K09014
YP_277871.1	K09013
YP_277872.1	K09015
YP_277873.1	K11717
YP_277874.1	K02426
YP_277875.1	K06078
YP_277876.1	K00793
YP_277877.1	K07390
YP_277878.1	K03683
YP_277879.1	K06075
YP_277880.1	K00275
YP_277881.1	K01866
YP_277882.1	K10773
YP_277883.1	K01679
YP_277884.1
YP_277885.1	K03186
YP_277886.1	K00979
YP_277887.1	K09791
YP_277888.1	K00912
YP_277889.1	K11085
YP_277890.1	K02945
YP_277891.1	K00945
YP_277892.1	K00800
YP_277893.1	K00831
YP_277894.1	K01875
YP_277895.1	K03634
YP_277896.1	K03466
YP_277897.1	K00384
YP_277898.1	K02518
YP_277899.1	K02014
YP_277900.1
YP_277901.1	K08308
YP_277902.1	K11924
YP_277903.1	K00566
YP_277904.1	K01756
YP_277905.1	K09808
YP_277906.1	K09810
YP_277907.1	K09808
YP_277908.1	K07337
YP_277909.1	K02503
YP_277910.1	K03424
YP_277911.1	K02341
YP_277912.1	K00943
YP_277913.1	K02619
YP_277914.1	K02078
YP_277915.1	K00059
YP_277916.1	K00645
YP_277917.1	K00648
YP_277918.1	K03621
YP_277919.1	K02911
YP_277920.1	K06179
YP_277921.1	K08300
YP_277922.1	K02517
YP_277923.1	K16291
YP_277924.1	K00995
YP_277925.1	K11179
YP_277926.1	K11940
YP_277927.1	K01716
YP_277928.1	K01893
YP_277929.1	K00813
YP_277930.1
YP_277931.1	K00208
YP_277932.1	K01497
YP_277933.1	K01657
YP_277934.1	K01658
YP_277935.1	K00766
YP_277936.1	K13498
YP_277937.1	K01696
YP_277938.1	K01695
YP_277939.1
YP_277940.1	K03832
YP_277941.1	K06131
YP_277942.1	K00857
YP_277943.1	K03746
YP_277944.1	K01142
YP_277945.1	K04773
YP_277946.1	K00134
YP_277947.1	K03611
YP_277948.1	K03610
YP_277949.1	K03609
YP_277950.1	K03608
YP_277951.1	K14742
YP_277952.1	K01665
YP_277953.1
YP_277954.1	K02793,K02794
YP_277955.1	K02795
YP_277956.1	K02796
YP_277957.1	K03704
YP_277958.1	K03799
YP_277959.1	K00036
YP_277960.1	K00873
YP_277961.1
YP_277962.1	K01876
YP_277963.1	K01887
YP_277964.1	K03980
YP_277965.1	K08162
YP_277966.1	K02467
YP_277967.1	K09802
YP_277968.1	K01141
YP_277969.1	K00765
YP_277970.1	K00013
YP_277971.1	K00817
YP_277972.1	K01089
YP_277973.1	K02501
YP_277974.1	K01814
YP_277975.1	K02500
YP_277976.1	K11755
YP_277977.1	K00033
YP_277978.1	K01874
YP_277979.1	K01495
YP_277980.1	K02897
YP_277981.1	K01921
YP_277982.1	K09475
YP_277983.1	K02469
YP_277984.1	K00568
YP_277985.1	K00525
YP_277986.1	K00526
YP_277987.1	K11107
YP_277988.1	K00343
YP_277989.1	K00342
YP_277990.1	K00341
YP_277991.1	K00340
YP_277992.1	K00339
YP_277993.1	K00338
YP_277994.1	K00337
YP_277995.1	K00336
YP_277996.1	K00335
YP_277997.1	K00334
YP_277998.1	K13378
YP_277999.1	K00331
YP_278000.1	K00330
YP_278001.1	K11754
YP_278002.1	K01963
YP_278003.1	K06173
YP_278004.1	K03473
YP_278005.1	K00647
YP_278006.1	K07320
YP_278007.1	K01736
YP_278008.1	K03322
YP_278009.1	K11535
YP_278010.1	K01885
YP_278011.1	K01972
YP_278012.1	K01738
YP_278013.1	K02784
YP_278014.1	K08483
YP_278015.1	K02045
YP_278016.1	K02047
YP_278017.1	K02046
YP_278018.1	K02048
YP_278019.1	K00616
YP_278020.1	K00615
YP_278021.1	K01439
YP_278022.1
YP_278023.1	K01714
YP_278024.1	K03564
YP_278025.1	K00761
YP_278026.1
YP_278027.1	K03189
YP_278028.1	K03188
YP_278029.1	K01428
YP_278030.1	K01429
YP_278031.1	K01430
YP_278032.1	K03190
YP_278033.1	K01951
YP_278034.1	K00088
YP_278035.1	K00116
YP_278036.1	K03977
YP_278037.1	K01892
YP_278038.1	K03526
YP_278039.1	K06941
YP_278040.1	K00940
YP_278041.1	K04487
YP_278042.1	K01092
YP_278043.1	K00600
YP_278044.1	K11991
YP_278045.1	K00997
YP_278046.1	K03474
YP_278047.1	K03685
YP_278048.1	K03100
YP_278049.1	K03596
YP_278050.1	K03648
YP_278051.1	K03687
YP_278052.1	K00858
YP_278053.1	K06186
YP_278054.1
YP_278055.1	K03664
YP_278056.1	K03297
YP_278057.1	K00998
YP_278058.1	K00602
YP_278059.1	K03046
YP_278060.1	K03043
YP_278061.1	K02935
YP_278062.1	K02864
YP_278063.1	K02863
YP_278064.1	K02867
YP_278065.1	K02601
YP_278066.1	K03073
YP_278067.1	K02358
YP_278068.1	K02355
YP_278069.1	K02992
YP_278070.1	K02950
YP_278071.1	K01664
YP_278072.1	K01867
YP_278073.1	K01783
YP_278074.1	K01735
YP_278075.1	K00891
YP_278076.1	K07400
YP_278077.1	K00133
YP_278078.1
YP_278079.1	K07024
YP_278080.1	K03284
YP_278081.1	K07025
YP_278082.1	K01778
YP_278083.1	K01749
YP_278084.1	K01719
YP_278085.1	K03628
YP_278086.1	K03671
YP_278087.1	K00053
YP_278088.1	K01754
YP_278089.1	K01687
YP_278090.1	K00826
YP_278091.1	K11258
YP_278092.1	K01652
YP_278093.1	K01776
YP_278094.1	K00297
YP_278095.1	K01739
YP_278096.1	K02909
YP_278097.1	K00528
YP_278098.1	K01803
YP_278099.1	K00850
YP_278100.1	K00640
YP_278101.1	K00057
YP_278102.1	K03071
YP_278103.1	K03676
YP_278104.1
YP_278105.1	K03274
YP_278106.1	K02843
YP_278107.1	K02841
YP_278108.1	K02527
YP_278109.1	K00954
YP_278110.1	K02913
YP_278111.1	K02902
YP_278112.1	K13038
YP_278113.1	K01520
YP_278114.1
YP_278115.1
YP_278116.1	K00942
YP_278117.1	K03060
YP_278118.1	K01915
YP_278119.1	K03978
YP_278120.1	K02335
YP_278121.1	K03673
YP_278122.1	K03182
YP_278123.1	K03688
YP_278124.1	K03183
YP_278125.1	K09760
YP_278126.1	K00757
YP_278127.1	K00549
YP_278128.1	K03089
YP_278129.1	K03110
YP_278130.1	K08316
YP_278131.1	K01810
YP_278132.1	K00651
