YP_687595.1	K12524
YP_687848.1
YP_687849.1	K07480
YP_687850.1
YP_687851.1
YP_687852.1
YP_687853.1
YP_687854.1	K02314
YP_687855.1
YP_687856.1
YP_687857.1	K01160
YP_687858.1
YP_687859.1
YP_687860.1	K01185
YP_687861.1	K14744
YP_687862.1
YP_687863.1
YP_687864.1
YP_687865.1	K00147
YP_687866.1	K00931
YP_687867.1	K07480
YP_687868.1
YP_687869.1	K11929
YP_687870.1	K11926
YP_687871.1	K11750
YP_687872.1	K00769
YP_687873.1	K01270
YP_687874.1
YP_687875.1	K03830
YP_687876.1
YP_687877.1
YP_687878.1	K02346
YP_687879.1	K02557
YP_687880.1	K02400
YP_687881.1	K07491
YP_687882.1
YP_687883.1
YP_687884.1	K07008
YP_687885.1	K03271
YP_687886.1	K06445
YP_687887.1
YP_687888.1	K08590
YP_687889.1
YP_687890.1
YP_687891.1
YP_687892.1
YP_687893.1
YP_687894.1	K07480
YP_687895.1
YP_687896.1
YP_687897.1
YP_687898.1	K00782
YP_687899.1
YP_687900.1
YP_687901.1	K00108
YP_687902.1	K00130
YP_687903.1	K02167
YP_687904.1	K02168
YP_687905.1
YP_687906.1	K07480
YP_687907.1	K07497
YP_687908.1	K15551
YP_687909.1	K10831
YP_687910.1	K15552
YP_687911.1	K03119
YP_687912.1	K01698
YP_687913.1
YP_687914.1
YP_687915.1	K07497
YP_687916.1
YP_687917.1
YP_687918.1
YP_687919.1
YP_687920.1
YP_687921.1
YP_687922.1	K01921
YP_687923.1
YP_687924.1	K01077
YP_687925.1
YP_687926.1
YP_687927.1	K07483
YP_687928.1
YP_687929.1	K00286
YP_687930.1	K09768
YP_687931.1	K00891
YP_687932.1
YP_687933.1	K14591
YP_687934.1	K09913
YP_687935.1
YP_687936.1
YP_687937.2	K03554
YP_687938.1	K00847
YP_687939.1	K08156
YP_687940.1	K03546
YP_687941.1	K03547
YP_687942.1	K07657
YP_687943.1	K07636
YP_687944.1	K03311
YP_687945.1	K11736
YP_687946.1	K01187
YP_687947.1	K07568
YP_687948.1	K00773
YP_687949.1	K03210
YP_687950.2	K03072
YP_687951.1	K03074
YP_687952.1
YP_687953.1	K05517
YP_687954.1
YP_687955.1	K07738
YP_687956.1	K11752
YP_687957.1	K00794
YP_687958.1	K03625
YP_687959.1	K00946
YP_687960.1	K01095
YP_687961.1
YP_687962.2	K01662
YP_687963.1	K00795
YP_687964.1	K03602
YP_687965.1	K03151
YP_687966.1	K03152
YP_687967.1	K00077
YP_687968.1	K09767
YP_687969.1
YP_687970.1	K07126
YP_687971.1
YP_687972.1
YP_687973.1
YP_687974.1
YP_687975.1
YP_687976.1	K02300
YP_687977.1	K02299
YP_687978.1
YP_687979.1
YP_687980.1	K07484
YP_687981.1
YP_687982.1	K08218
YP_687983.1	K07286
YP_687984.1	K03545
YP_687985.1	K01358
YP_687986.1	K03544
YP_687987.1	K01338
YP_687988.1	K03530
YP_687989.1	K03770
YP_687990.1	K02237
YP_687991.1	K12500
YP_687992.1	K06920
YP_687993.1
YP_687994.1	K11938
YP_687995.1	K05800
YP_687996.1	K06147
YP_687997.1	K06148
YP_687998.1	K04752
YP_687999.1	K03320
YP_688000.1	K10805
YP_688001.1	K09914
YP_688002.1
YP_688003.1	K07443
YP_688004.1
YP_688005.1
YP_688006.1
YP_688007.1	K00661
YP_688008.1
YP_688009.1	K03296
YP_688010.1	K03585
YP_688011.1	K03577
YP_688012.1	K05802
YP_688013.1
YP_688014.1	K04067
YP_688015.1	K09790
YP_688016.1	K00759
YP_688017.1	K02343
YP_688018.1	K09747
YP_688019.1	K06187
YP_688020.1	K00939
YP_688021.1	K01772
YP_688022.1	K01066
YP_688023.1	K00892
YP_688024.1	K03455
YP_688025.1	K08223
YP_688026.1
YP_688027.1	K09973
YP_688028.1
YP_688029.1	K01533
YP_688030.1	K01425
YP_688031.1
YP_688032.1	K11923
YP_688033.1	K07340
YP_688034.1
YP_688035.1	K02068
YP_688036.1	K02069
YP_688037.1	K05838
YP_688038.1	K00540
YP_688039.1	K02003
YP_688040.1	K02004
YP_688041.1	K06917
YP_688042.1	K10972
YP_688043.1	K01483
YP_688044.1	K10973
YP_688045.1	K01608
YP_688046.1	K07480
YP_688047.1	K14977
YP_688048.1	K02083
YP_688049.1
YP_688050.1	K00926
YP_688051.1	K01589
YP_688052.1	K01588
YP_688053.1	K03269
YP_688054.1	K03768
YP_688055.2	K01883
YP_688056.1	K07038
YP_688057.1	K14761
YP_688058.1	K01491
YP_688059.1	K07352
YP_688060.1	K07480
YP_688061.1
YP_688062.1	K07355
YP_688063.2
YP_688064.1
YP_688065.1	K07688
YP_688066.1	K11920
YP_688067.1
YP_688068.1	K11740
YP_688069.1	K07644
YP_688070.1	K07665
YP_688071.1	K07810
YP_688072.1
YP_688073.1
YP_688074.1
YP_688075.1
YP_688076.1
YP_688077.2
YP_688078.1
YP_688079.1	K07787
YP_688080.1	K11732
YP_688081.1	K16053
YP_688082.1	K10679
YP_688083.1
YP_688084.1
YP_688085.1	K06048
YP_688086.1
YP_688087.1
YP_688088.1
YP_688089.1
YP_688090.1
YP_688091.1	K07497
YP_688092.1	K02362
YP_688093.1	K16089
YP_688094.1	K07214
YP_688095.1
YP_688096.1	K02364
YP_688097.1
YP_688098.1	K07480
YP_688099.1	K02013
YP_688100.1	K02015
YP_688101.1	K02015
YP_688102.1	K08225
YP_688103.1	K02016
YP_688104.1	K02363
YP_688105.1	K01252
YP_688106.1	K00216
YP_688107.1
YP_688108.1	K06200
YP_688109.1
YP_688110.1	K08317
YP_688111.1	K14287
YP_688112.1
YP_688113.1	K07497
YP_688114.1
YP_688115.1
YP_688116.1
YP_688117.1	K07483
YP_688118.1
YP_688119.1
YP_688120.1	K03805
YP_688121.1	K03386
YP_688122.1	K03387
YP_688123.1	K11932
YP_688124.1
YP_688125.1	K06140
YP_688126.1	K01169
YP_688127.1	K09477
YP_688128.1	K05966
YP_688129.1	K05964
YP_688130.1	K01643
YP_688131.1	K01644
YP_688132.1	K01646
YP_688133.1	K07480
YP_688134.1
YP_688135.1	K07024
YP_688136.1	K02017
YP_688137.1	K02018
YP_688138.1	K02020
YP_688139.1
YP_688140.1	K02019
YP_688141.1	K05776
YP_688142.1	K01784
YP_688143.1	K00965
YP_688144.1	K00849
YP_688145.1	K01785
YP_688146.1	K01834
YP_688147.1	K01626
YP_688148.1
YP_688149.1	K16264
YP_688150.1	K03811
YP_688151.1	K03517
YP_688152.1
YP_688153.1	K03640
YP_688154.1	K03641
YP_688155.1	K03646
YP_688156.1	K03560
YP_688157.1	K03562
YP_688158.1	K07107
YP_688159.1
YP_688160.1	K00426
YP_688161.1	K00425
YP_688162.1	K15524
YP_688163.1	K11922
YP_688164.1	K01902
YP_688165.1	K01903
YP_688166.1	K00658
YP_688167.1	K00164
YP_688168.1	K00240
YP_688169.1	K00239
YP_688170.1	K00242
YP_688171.1	K00241
YP_688172.1	K01647
YP_688173.1
YP_688174.1
YP_688175.1
YP_688176.1
YP_688177.1	K05522
YP_688178.1	K07160
YP_688179.1
YP_688180.1
YP_688181.1	K03305
YP_688182.1	K01669
YP_688183.1
YP_688184.1
YP_688185.1
YP_688186.1
YP_688187.1	K07480
YP_688188.1
YP_688189.1
YP_688190.1	K01546
YP_688191.1	K01548
YP_688192.1	K07667
YP_688193.1
YP_688194.1	K03756
YP_688195.1	K01835
YP_688196.1	K03645
YP_688197.1	K01175
YP_688198.1
YP_688199.1	K03839
YP_688200.1	K03711
YP_688201.1
YP_688202.1
YP_688203.1	K01886
YP_688204.1	K02802,K02803,K02804
YP_688205.1	K02564
YP_688206.1	K01443
YP_688207.1	K02565
YP_688208.1	K02566
YP_688209.1	K01953
YP_688210.1	K03184
YP_688211.1	K06168
YP_688212.1	K06217
YP_688213.1	K07042
YP_688214.1	K06189
YP_688215.1	K03820
YP_688216.1	K10001
YP_688217.1	K10003
YP_688218.1	K10002
YP_688219.1	K10004
YP_688220.1	K01250
YP_688221.1	K04045
YP_688222.1
YP_688223.1
YP_688224.1	K07126
YP_688225.1
YP_688226.1
YP_688227.1	K07126
YP_688228.1
YP_688229.1	K01869
YP_688230.1	K03643
YP_688231.1	K02340
YP_688232.1	K00969
YP_688233.1	K02226
YP_688234.1	K09710
YP_688235.1	K00783
YP_688236.1	K05515
YP_688237.1	K05837
YP_688238.1	K03642
YP_688239.1	K07258
YP_688240.1	K09158
YP_688241.1	K03801
YP_688242.1
YP_688243.1	K03644
YP_688244.1	K03425
YP_688245.1
YP_688246.1	K06199
YP_688247.1	K03704
YP_688248.1	K12973
YP_688249.1	K03326
YP_688250.1
YP_688251.1
YP_688252.1
YP_688253.1
YP_688254.1
YP_688255.1
YP_688256.1	K09960
YP_688257.1	K09961
YP_688258.1	K06909
YP_688259.1
YP_688260.1
YP_688261.1	K06909
YP_688262.1
YP_688263.1
YP_688264.1
YP_688265.1
YP_688266.1
YP_688267.1
YP_688268.1
YP_688269.1
YP_688270.1	K01185
YP_688271.1
YP_688272.1
YP_688273.1
YP_688274.1
YP_688275.1
YP_688276.1	K09765
YP_688277.1
YP_688278.1
YP_688279.1
YP_688280.1
YP_688281.1
YP_688282.2
YP_688283.1
YP_688284.1
YP_688285.1
YP_688286.1
YP_688287.1
YP_688288.1
YP_688289.1	K07404
YP_688290.1	K09788
YP_688291.1	K03319
YP_688292.1	K01681
YP_688293.1	K01051
YP_688294.1	K06910
YP_688295.1	K00833
YP_688296.1	K01012
YP_688297.1	K00652
YP_688298.1	K02169
YP_688299.1	K01935
YP_688300.1	K03702
YP_688301.1
YP_688302.1	K03639
YP_688303.1	K03638
YP_688304.1	K03637
YP_688305.1	K03636
YP_688306.1	K03635
YP_688307.1	K06890
YP_688308.1	K06890
YP_688309.1	K07027
YP_688310.1	K06132
YP_688311.1	K06896
YP_688312.1
YP_688313.1	K01992
YP_688314.1	K01990
YP_688315.1	K01993
YP_688316.1
YP_688317.1	K11927
YP_688318.1	K09935
YP_688319.1	K03722
YP_688320.1
YP_688321.1	K13574
YP_688322.1
YP_688323.1
YP_688324.1	K07336
YP_688325.1
YP_688326.1	K13650
YP_688327.1	K06970
YP_688328.1
YP_688329.1	K10038
YP_688330.1	K10037
YP_688331.1	K10036
YP_688332.1	K04047
YP_688333.1	K11939
YP_688334.1	K11934
YP_688335.1
YP_688336.1	K11924
YP_688337.1
YP_688338.1	K16291
YP_688339.1
YP_688340.1
YP_688341.1	K07757
YP_688342.1	K00656
YP_688343.1	K04069
YP_688344.2	K08313
YP_688345.1	K11996
YP_688346.1	K03750
YP_688347.1	K13051
YP_688348.1	K13892
YP_688349.1	K13889
YP_688350.1	K13890
YP_688351.1
YP_688352.1
YP_688353.1	K14441
YP_688354.1
YP_688355.1
YP_688356.1
YP_688357.1
YP_688358.1	K11534
YP_688359.1
YP_688360.1	K08160
YP_688361.1
YP_688362.1	K07024
YP_688363.1
YP_688364.1
YP_688365.1	K07085
YP_688366.1
YP_688367.1	K03674
YP_688368.1
YP_688369.1	K10678
YP_688370.1	K05844
YP_688371.1
YP_688372.1	K11073
YP_688373.1	K11075
YP_688374.1	K11074
YP_688375.1
YP_688376.1	K03212
YP_688377.1	K09996
YP_688378.1	K09998
YP_688379.1	K09999
YP_688380.1	K09997
YP_688381.1	K10000
YP_688382.1
YP_688383.1
YP_688384.1	K07480
YP_688385.1
YP_688386.1
YP_688387.1	K11066
YP_688388.1
YP_688389.1
YP_688390.1	K01620
YP_688391.1	K00156
YP_688392.1	K11933
YP_688393.1	K00378
YP_688394.1
YP_688395.1	K06188
YP_688396.1	K07480
YP_688397.1
YP_688398.1	K07459
YP_688399.1	K09824
YP_688400.1
YP_688401.1	K13888
YP_688402.1	K03704
YP_688403.1	K06891
YP_688404.1	K03694
YP_688405.1	K02518
YP_688406.1	K00684
YP_688407.1	K16012
YP_688408.1	K16013
YP_688409.1	K00384
YP_688410.1	K03719
YP_688411.1	K03466
YP_688412.1	K03634
YP_688413.1	K07478
YP_688414.1	K01875
YP_688415.1	K07307
YP_688416.1	K07308
YP_688417.1
YP_688418.1	K08219
YP_688419.1
YP_688420.1
YP_688421.1
YP_688422.1
YP_688423.1
YP_688424.1
YP_688425.1
YP_688426.1	K07480
YP_688427.1
YP_688428.1
YP_688429.1
YP_688430.1	K04069
YP_688431.1	K00656
YP_688432.1	K06212
YP_688433.1	K09136
YP_688434.2	K00831
YP_688435.1	K00800
YP_688436.1
YP_688437.1	K07387
YP_688438.1	K00945
YP_688439.1	K02945
YP_688440.1	K05788
YP_688441.1	K02238
YP_688442.1	K11085
YP_688443.1	K00912
YP_688444.1	K09927
YP_688445.1	K09791
YP_688446.1	K00979
YP_688447.1
YP_688448.1
YP_688449.1	K06219
YP_688450.1	K03633
YP_688451.1	K03804
YP_688452.1	K03632
YP_688453.1
YP_688454.1
YP_688455.1
YP_688456.1
YP_688457.1	K00813
YP_688458.1	K09476
YP_688459.1	K01893
YP_688460.1	K00763
YP_688461.1	K01256
YP_688462.1	K15555
YP_688463.1	K15554
YP_688464.1
YP_688465.1
YP_688466.1	K04091
YP_688467.1	K15553
YP_688468.1	K00299
YP_688469.1
YP_688470.1	K07480
YP_688471.1
YP_688472.1
YP_688473.1
YP_688474.1
YP_688475.1
YP_688476.1	K07347
YP_688477.1
YP_688478.1
YP_688479.1
YP_688480.1
YP_688481.1	K00226
YP_688482.1
YP_688483.1	K07140
YP_688484.1	K12297
YP_688485.1	K15738
YP_688486.1	K03808
YP_688487.1	K06192
YP_688488.1	K09857
YP_688489.2	K01716
YP_688490.1	K04770
YP_688491.1	K09911
YP_688492.1	K03286
YP_688493.1	K13053
YP_688494.1
YP_688495.1
YP_688496.1
YP_688497.1
YP_688498.1	K03658
YP_688499.1	K01734
YP_688500.1	K09909
YP_688501.1	K06929
YP_688502.1	K11940
YP_688503.1	K06969
YP_688504.1	K11179
YP_688505.1	K06890
YP_688506.1	K06282
YP_688507.1	K06281
YP_688508.1	K03620
YP_688509.1	K03605
YP_688510.1	K03619
YP_688511.1	K03618
YP_688512.1	K00425
YP_688513.1	K00426
YP_688514.1	K01093
YP_688515.1	K16692
YP_688516.1	K01104
YP_688517.1	K01991
YP_688518.1
YP_688519.1
YP_688520.1
YP_688521.1
YP_688522.1	K03704
YP_688523.1
YP_688524.1	K07480
YP_688525.1	K03704
YP_688526.1
YP_688527.1
YP_688528.1	K07647
YP_688529.1	K11930
YP_688530.1	K07772
YP_688531.1	K03532
YP_688532.1	K07811
YP_688533.1	K07480
YP_688534.1
YP_688535.1
YP_688536.1	K05516
YP_688537.1
YP_688538.1	K01085
YP_688539.1
YP_688540.1	K03809
YP_688541.1
YP_688542.1	K09016
YP_688543.1	K09024
YP_688544.1	K09019
YP_688545.1	K09023
YP_688546.1	K09021
YP_688547.1	K09020
YP_688548.1	K09018
YP_688549.1	K09017
YP_688550.1
YP_688551.1
YP_688552.1	K07243
YP_688553.1	K07224
YP_688554.1	K16301
YP_688555.1	K11937
YP_688556.1	K11936
YP_688557.1	K07480
YP_688558.1
YP_688559.1
YP_688560.1	K07497
YP_688561.1	K07483
YP_688562.1
YP_688563.1
YP_688564.1	K04477
YP_688565.1
YP_688566.1
YP_688567.1	K04338
YP_688568.1	K04337
YP_688569.1	K04333
YP_688570.1	K04335
YP_688571.1
YP_688572.1
YP_688573.1
YP_688574.1
YP_688575.1	K11941
YP_688576.1	K03670
YP_688577.1	K03669
YP_688578.1
YP_688579.1
YP_688580.1
YP_688581.1
YP_688582.1	K07483
YP_688583.1
YP_688584.1
YP_688585.1
YP_688586.2
YP_688587.1
YP_688588.1
YP_688589.1
YP_688590.1
YP_688591.1
YP_688592.1
YP_688593.1	K02517
YP_688594.1	K07146
YP_688595.1
YP_688596.1
YP_688597.1
YP_688598.1	K02846
YP_688599.2	K12149
YP_688600.1	K01465
YP_688601.1
YP_688602.1	K03675
YP_688603.1	K08162
YP_688604.1	K03790
YP_688605.1	K09915
YP_688606.1	K03810
YP_688607.1	K03980
YP_688608.1	K02399
YP_688609.1	K02398
YP_688610.1	K02386
YP_688611.1	K02387
YP_688612.1	K02389
YP_688613.1	K02390
YP_688614.1	K02391
YP_688615.1	K02392
YP_688616.1	K02393
YP_688617.1	K02394
YP_688618.2	K02395
YP_688619.1	K02397
YP_688620.1	K08300
YP_688621.1	K06179
YP_688622.1
YP_688623.1	K07040
YP_688624.1	K03621
YP_688625.1	K00648
YP_688626.1	K00645
YP_688627.1	K00059
YP_688628.1	K02078
YP_688629.2	K09458
YP_688630.1	K02619
YP_688631.1	K07082
YP_688632.1	K00943
YP_688633.1	K02341
YP_688634.1	K03424
YP_688635.1	K02779,K02778
YP_688636.1	K16088
YP_688637.1	K02503
YP_688638.1
YP_688639.1	K07337
YP_688640.1	K07251
YP_688641.1	K01207
YP_688642.1	K07000
YP_688643.1	K03885
YP_688644.1
YP_688645.1
YP_688646.1	K12151
YP_688647.1	K16291
YP_688648.1	K03723
YP_688649.1
YP_688650.1	K09808
YP_688651.1	K09810
YP_688652.1	K09808
YP_688653.1	K00884
YP_688654.1	K12410
YP_688655.1	K11069
YP_688656.1	K11070
YP_688657.1	K11071
YP_688658.1	K11072
YP_688659.1	K01258
YP_688660.1
YP_688661.1
YP_688662.1
YP_688663.1
YP_688664.1	K06919
YP_688665.1
YP_688666.1
YP_688667.1
YP_688668.1	K07480
YP_688669.1
YP_688670.1	K06904
YP_688671.1
YP_688672.1
YP_688673.1
YP_688674.1
YP_688675.1
YP_688676.1
YP_688677.1	K07637
YP_688678.1	K07660
YP_688679.1	K01756
YP_688680.1	K07153
YP_688681.1	K00566
YP_688682.1	K12152
YP_688683.1	K06181
YP_688684.1	K00031
YP_688685.1	K07480
YP_688686.1
YP_688687.1	K07279
YP_688688.1
YP_688689.1
YP_688690.1
YP_688691.1	K03608
YP_688692.1	K03609
YP_688693.2	K03610
YP_688694.2
YP_688695.1
YP_688696.1
YP_688697.1	K07483
YP_688698.1
YP_688699.1	K09902
YP_688700.1
YP_688701.2	K09160
YP_688702.1	K03503
YP_688703.1	K03502
YP_688704.1	K03611
YP_688705.1	K03314
YP_688706.1	K03603
YP_688707.1
YP_688708.1	K00285
YP_688709.1	K01775
YP_688710.1
YP_688711.1	K11105
YP_688712.1	K01297
YP_688713.1	K08308
YP_688714.1
YP_688715.1
YP_688716.1	K03813
YP_688717.1
YP_688718.1	K02013
YP_688719.1	K02015
YP_688720.1	K02016
YP_688721.1
YP_688722.1	K01194
YP_688723.1	K05881
YP_688724.1	K05879
YP_688725.1	K05878
YP_688726.1	K05880
YP_688727.1
YP_688728.1	K06942
YP_688729.1	K01056
YP_688730.1
YP_688731.1	K03321
YP_688732.1	K00948
YP_688733.1	K00919
YP_688734.1	K02494
YP_688735.1	K02492
YP_688736.1	K02835
YP_688737.1	K02493
YP_688738.1
YP_688739.1
YP_688740.1	K01627
YP_688741.1
YP_688742.1
YP_688743.1	K07300
YP_688744.1	K06197
YP_688745.1	K07232
YP_688746.1	K06039
YP_688747.1
YP_688748.1	K07684
YP_688749.1	K07673
YP_688750.1	K02575
YP_688751.1	K00370
YP_688752.1	K00371
YP_688753.1	K00373
YP_688754.1	K00374
YP_688755.1	K01433
YP_688756.1	K09858
YP_688757.1	K07001
YP_688758.1	K02485
YP_688759.1	K00963
YP_688760.1	K03746
YP_688761.1	K00857
YP_688762.1
YP_688763.1	K04072
YP_688764.1
YP_688765.1	K15580
YP_688766.1	K15581
YP_688767.1	K15582
YP_688768.1	K15583
YP_688769.1	K10823
YP_688770.1	K09901
YP_688771.1	K06131
YP_688772.1	K10716
YP_688773.1
YP_688774.1
YP_688775.2	K09780
YP_688776.1	K03832
YP_688777.1	K10806
YP_688778.1	K06190
YP_688779.1
YP_688780.1	K07275
YP_688781.1
YP_688782.1
YP_688783.1	K06884
YP_688784.1	K01695
YP_688785.1	K01696
YP_688786.1	K13498
YP_688787.1	K13497
YP_688788.1	K01657
YP_688789.1	K07053
YP_688790.1	K07566
YP_688791.1	K06178
YP_688792.1	K00798
YP_688793.1	K00540
YP_688794.1	K04774
YP_688795.1	K03168
YP_688796.1	K13634
YP_688797.1
YP_688798.1
YP_688799.1	K01681
YP_688800.1	K01497
YP_688801.1	K01096
YP_688802.1	K08992
YP_688803.1
YP_688804.1	K01591
YP_688805.1	K03113
YP_688806.1	K04062
YP_688807.1
YP_688808.1
YP_688809.1	K01147
YP_688810.1
YP_688811.1	K00208
YP_688812.1
YP_688813.1	K12372
YP_688814.1	K12371
YP_688815.1	K12370
YP_688816.1	K12369
YP_688817.1	K12368
YP_688818.1
YP_688819.1	K14052
YP_688820.1	K09470
YP_688821.1	K09473
YP_688822.1	K14056
YP_688823.1	K09472
YP_688824.1	K09471
YP_688825.1	K00823
YP_688826.1	K03974
YP_688827.1	K03969
YP_688828.1	K03970
YP_688829.1	K03973
YP_688830.1	K03971
YP_688831.1	K03972
YP_688832.1	K07480
YP_688833.1	K02025
YP_688834.1	K02026
YP_688835.1
YP_688836.1	K04844
YP_688837.1	K01838
YP_688838.1	K10112
YP_688839.1
YP_688840.1	K06918
YP_688841.1	K08990
YP_688842.1	K03721
YP_688843.1	K11065
YP_688844.1
YP_688845.1	K14054
YP_688846.1
YP_688847.1	K06889
YP_688848.1
YP_688849.1	K06889
YP_688850.1	K06889
YP_688851.1
YP_688852.1
YP_688853.1
YP_688854.1
YP_688855.2
YP_688856.1
YP_688857.1
YP_688858.1	K10762
YP_688859.1
YP_688860.1
YP_688861.1
YP_688862.1
YP_688863.1	K07480
YP_688864.1
YP_688865.1
YP_688866.1
YP_688867.1
YP_688868.1
YP_688869.1	K07480
YP_688870.1
YP_688871.1
YP_688872.1
YP_688873.1
YP_688874.1
YP_688875.1	K11606
YP_688876.1	K11605
YP_688877.1	K11607
YP_688878.1	K11604
YP_688879.1	K14059
YP_688880.1
YP_688881.1	K07480
YP_688882.1
YP_688883.1
YP_688884.1
YP_688885.1
YP_688886.1
YP_688887.1
YP_688888.1
YP_688889.1
YP_688890.1
YP_688891.1	K11392
YP_688892.1
YP_688893.1
YP_688894.1	K03808
YP_688895.1	K07170
YP_688896.1	K03607
YP_688897.1	K03797
YP_688898.1	K03799
YP_688899.1	K08169
YP_688900.1
YP_688901.1
YP_688902.1
YP_688903.1	K03704
YP_688904.1	K00563
YP_688905.1
YP_688906.1	K07480
YP_688907.1
YP_688908.1	K02796
YP_688909.1	K02795
